sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.3955;3.7122;8.6973;-2.4373;3.6752;8.7591;-0.0087;-0.006;-0.0815;-0.0081;-0.0079;-8.0E-4;0.0;9.68;-15.51;-26.7;210.46;-21.97;15.51;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1008;2022-03-07 02:05:02:006
-2.4781;3.6628;8.5956;-2.4415;3.6789;8.7564;-0.0054;0.001;-0.0719;0.0064;-0.0194;0.0024;0.0;9.41;-15.6;-26.89;198.91;-22.01;15.55;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1109;2022-03-07 02:05:02:107
-2.4697;3.693;8.9139;-2.4385;3.6855;8.7545;0.0015;-0.0071;-0.0437;0.015;-0.0156;0.0049;0.0;9.41;-15.6;-26.89;198.91;-22.01;15.55;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1209;2022-03-07 02:05:02:207
-2.4757;3.699;8.7284;-2.428;3.6979;8.7522;-0.0305;0.019;0.0582;0.015;-0.0156;0.0049;0.0;9.32;-15.69;-26.63;198.97;-22.07;15.56;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1309;2022-03-07 02:05:02:307
-2.49;3.7134;8.7595;-2.4158;3.7102;8.7503;-0.0011;-9.0E-4;-0.0041;0.0125;-0.0139;0.0032;0.0;9.32;-15.69;-26.63;198.97;-22.07;15.56;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1409;2022-03-07 02:05:02:407
-2.441;3.7277;8.9139;-2.3939;3.7279;8.7488;-0.0167;0.0256;-0.0079;0.0086;-0.0235;0.0043;0.0;9.36;-15.88;-26.12;201.66;-22.23;15.43;2.0;55.69997;-4.091986;934.79;NaN;6.23;34.580647;311.6;10 / 30;1508;2022-03-07 02:05:02:506
-2.4206;3.7361;8.7715;-2.3927;3.7369;8.7453;-0.0142;-3.0E-4;-0.0234;0.0041;-0.0047;9.0E-4;0.0;9.32;-16.11;-26.12;201.66;-22.23;15.43;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;1609;2022-03-07 02:05:02:607
-2.3955;3.7588;8.7691;-2.3927;3.7369;8.7453;-0.0142;-3.0E-4;-0.0234;0.0041;-0.0047;9.0E-4;1.0;9.26;-16.01;-26.01;202.79;-22.4;15.3;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;1709;2022-03-07 02:05:02:707
-2.3728;3.7253;8.7284;-2.3923;3.7418;8.7433;-0.0114;-0.0016;-0.0212;0.0015;0.0046;0.0017;1.0;9.26;-16.01;-26.01;202.79;-22.4;15.3;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;1808;2022-03-07 02:05:02:806
-2.3776;3.6942;8.726;-2.3921;3.747;8.7412;-0.0087;0.0105;-0.0545;0.0043;0.0052;0.0;1.0;9.23;-16.05;-26.01;202.86;-22.43;15.3;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;1908;2022-03-07 02:05:02:906
-2.4362;3.7624;8.6973;-2.3891;3.7508;8.7404;-0.019;-0.0198;-0.1233;0.0147;0.0026;0.0044;1.0;8.94;-16.12;-26.42;202.86;-22.43;15.3;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;2009;2022-03-07 02:05:03:007
-2.4362;3.7624;8.6973;-2.3841;3.7624;8.7368;0.0014;-0.0185;-0.0754;0.0147;0.0026;0.0044;1.0;8.87;-16.12;-25.84;203.42;-22.56;15.26;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;2109;2022-03-07 02:05:03:107
-2.4075;3.7923;8.8576;-2.3805;3.7669;8.7358;-0.0091;0.0061;0.0174;0.0058;-0.0038;0.0026;1.0;8.87;-16.12;-25.84;203.42;-22.56;15.26;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;2209;2022-03-07 02:05:03:207
-2.3692;3.7385;8.7009;-2.3736;3.7728;8.7351;-0.0187;-0.0088;-0.0437;0.0111;-0.0116;0.005;1.0;8.98;-16.31;-25.97;203.61;-22.59;15.24;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;2309;2022-03-07 02:05:03:307
-2.3608;3.7863;8.7655;-2.3724;3.775;8.7345;-0.0151;-0.0118;-0.0187;0.0018;-0.0027;0.0012;1.0;9.09;-16.43;-25.76;203.61;-22.59;15.24;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;10 / 30;2409;2022-03-07 02:05:03:407
-2.3608;3.7863;8.7655;-2.3724;3.775;8.7345;-0.0151;-0.0118;-0.0187;0.0018;-0.0027;0.0012;1.0;8.98;-16.22;-25.54;204.0;-22.64;15.2;2.0;55.699963;-4.092005;934.42;NaN;6.05;38.038708;311.0;9 / 30;2510;2022-03-07 02:05:03:508
-2.374;3.7564;8.7691;-2.3749;3.7718;8.7352;-0.0063;0.0072;-0.0164;-0.004;0.0021;-0.0012;1.0;8.98;-16.22;-25.54;204.0;-22.64;15.2;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;2609;2022-03-07 02:05:03:607
-2.3895;3.7445;8.7344;-2.3761;3.7697;8.7358;-0.0018;0.0144;0.0142;0.0037;-0.0024;0.0;1.0;8.93;-16.31;-25.71;203.87;-22.62;15.21;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;2709;2022-03-07 02:05:03:707
-2.3812;3.8222;8.7954;-2.3779;3.77;8.7352;-0.0282;0.0217;-0.0106;0.0044;-0.0046;9.0E-4;1.0;8.87;-16.31;-26.06;203.87;-22.62;15.21;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;2808;2022-03-07 02:05:03:806
-2.3812;3.8222;8.7954;-2.369;3.7679;8.7385;0.006;0.028;0.0268;0.0044;-0.0046;9.0E-4;1.0;8.74;-16.39;-26.21;204.02;-22.59;15.17;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;2908;2022-03-07 02:05:03:906
-2.4374;3.7899;8.8349;-2.3731;3.7678;8.7374;0.0049;-0.0035;0.0225;-6.0E-4;-0.0066;0.0011;1.0;8.74;-16.39;-26.21;204.02;-22.59;15.17;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;3009;2022-03-07 02:05:04:007
-2.4386;3.766;8.7607;-2.3713;3.767;8.7383;-0.0026;0.0021;-0.0104;0.0049;0.0023;0.0023;1.0;8.87;-16.46;-26.47;203.88;-22.59;15.2;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;3109;2022-03-07 02:05:04:107
-2.3608;3.7768;8.7188;-2.3634;3.7716;8.7384;0.0039;0.0046;-0.0405;0.0015;-0.0079;0.0024;1.0;8.87;-16.46;-26.47;203.88;-22.59;15.2;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;3209;2022-03-07 02:05:04:207
-2.3584;3.7899;8.7607;-2.3634;3.7716;8.7384;0.0039;0.0046;-0.0405;0.0015;-0.0079;0.0024;1.0;8.87;-16.5;-26.49;204.27;-22.62;15.13;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;3309;2022-03-07 02:05:04:307
-2.356;3.7528;8.6973;-2.3549;3.7728;8.7402;0.0122;0.0214;-0.029;-0.0011;-0.0142;9.0E-4;1.0;8.87;-16.5;-26.49;204.27;-22.62;15.13;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;9 / 30;3408;2022-03-07 02:05:04:406
-2.3716;3.7552;8.6853;-2.355;3.7668;8.7427;0.016;-0.0347;-0.0508;-3.0E-4;-0.0113;0.0021;1.0;8.87;-16.33;-26.29;204.59;-22.63;15.08;2.0;55.699936;-4.092001;933.02;NaN;0.0;41.496777;;8 / 30;3508;2022-03-07 02:05:04:506
-2.3847;3.8007;8.8804;-2.3531;3.7653;8.7439;-0.0355;-0.0149;-0.0786;0.006;-0.0108;0.0066;1.0;8.87;-16.33;-26.29;204.59;-22.63;15.08;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;3609;2022-03-07 02:05:04:607
-2.429;3.7911;8.7811;-2.3447;3.7661;8.7458;0.0158;-0.0406;-0.0366;0.006;-0.0108;0.0066;1.0;8.7;-16.33;-26.14;204.54;-22.58;15.06;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;3709;2022-03-07 02:05:04:707
-2.3333;3.7756;8.6483;-2.3318;3.7836;8.7417;0.0522;0.0348;0.0229;0.0228;-0.0104;0.0021;1.0;8.7;-16.33;-26.14;204.54;-22.58;15.06;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;3809;2022-03-07 02:05:04:807
-2.38;3.784;8.5705;-2.3556;3.7752;8.739;-0.0048;0.0054;-0.0991;-0.0142;0.0298;-0.0101;1.0;8.74;-16.16;-26.1;205.55;-22.69;14.94;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;3909;2022-03-07 02:05:04:907
-2.3991;3.7516;8.6638;-2.3556;3.7752;8.739;-0.0048;0.0054;-0.0991;0.0072;-0.0053;0.0027;1.0;8.46;-16.31;-25.99;205.55;-22.69;14.94;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4008;2022-03-07 02:05:05:006
-2.2914;3.754;9.0335;-2.3647;3.7709;8.7384;0.0297;-0.0171;0.0036;0.0072;-0.0053;0.0027;1.0;8.68;-16.35;-26.06;204.22;-22.61;15.14;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4109;2022-03-07 02:05:05:107
-2.435;3.7935;8.7847;-2.355;3.7769;8.7384;0.0161;-0.0154;0.0448;0.0021;-0.006;0.0012;1.0;8.68;-16.35;-26.06;204.22;-22.61;15.14;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4209;2022-03-07 02:05:05:207
-2.3405;3.8653;8.805;-2.3607;3.7741;8.738;-0.0301;0.007;-0.0319;-0.0055;-0.0116;-0.0017;1.0;8.89;-16.69;-26.31;200.6;-22.65;15.08;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4309;2022-03-07 02:05:05:307
-2.3345;3.7875;8.6507;-2.2975;3.7683;8.7574;-0.0675;-0.0428;-0.1725;-0.0153;-0.1289;0.0095;1.0;8.89;-16.69;-26.31;200.6;-22.65;15.08;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4409;2022-03-07 02:05:05:407
-2.0007;3.6556;8.4039;-2.1407;3.7578;8.8015;-0.1661;-0.0195;-0.1588;-0.0153;-0.1289;0.0095;1.0;9.06;-16.78;-26.34;202.24;-22.6;14.7;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4508;2022-03-07 02:05:05:506
-2.2328;4.8024;10.2114;-1.825;3.2997;9.0527;-0.0813;1.0131;-0.4092;-0.3157;-0.2372;-0.079;1.0;9.06;-16.78;-26.34;202.24;-22.6;14.7;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4609;2022-03-07 02:05:05:607
-1.0478;3.3912;12.4451;-2.8311;0.6796;9.3645;1.6388;2.8341;3.0535;-2.3212;0.963;-1.5054;1.0;8.4;-16.14;-26.42;204.41;-19.66;11.4;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4708;2022-03-07 02:05:05:706
-1.1303;-0.7397;6.405;-2.8311;0.6796;9.3645;1.6388;2.8341;3.0535;-0.7228;2.7386;-2.3382;0.0;8.4;-16.14;-26.42;204.41;-19.66;11.4;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4809;2022-03-07 02:05:05:807
-7.3083;-7.6528;3.4804;-5.5959;-2.1717;7.755;4.4213;1.8901;-1.7034;-0.7228;2.7386;-2.3382;0.0;-0.77;-20.44;-34.93;147.87;-3.97;16.82;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;4909;2022-03-07 02:05:05:907
-5.4745;-3.3625;11.2361;-3.9927;-1.2338;8.8717;-3.3729;-6.9022;-0.5713;1.2066;-1.4818;0.4001;1.0;-0.77;-20.44;-34.93;147.87;-3.97;16.82;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;5009;2022-03-07 02:05:06:007
0.402;5.7027;5.6877;-4.1207;1.0723;8.8341;-0.1664;-2.5173;0.3527;0.5643;0.1202;2.628;1.0;7.44;-11.68;-37.46;151.94;7.23;24.23;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;5109;2022-03-07 02:05:06:107
-3.2192;0.7325;8.3333;-3.4796;1.2165;9.0875;2.6368;1.9274;-4.8231;0.9135;-1.9564;-0.0159;1.0;10.88;-9.02;-38.83;151.94;7.23;24.23;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;5209;2022-03-07 02:05:06:207
-2.878;0.5411;12.9503;-1.9936;3.2142;9.0479;-4.7647;-5.6111;7.6563;0.9135;-1.9564;-0.0159;1.0;10.99;-9.43;-38.62;136.9;-7.13;20.95;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;5308;2022-03-07 02:05:06:306
3.6497;5.7745;3.2877;-2.4336;5.1241;7.9995;5.1289;0.5088;-4.2864;2.4942;1.1064;2.2181;1.0;10.99;-9.43;-38.62;136.9;-7.13;20.95;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;8 / 30;5408;2022-03-07 02:05:06:406
-2.7643;6.2833;12.0574;-5.6678;2.989;7.4237;2.9802;3.0819;3.2228;-1.5977;3.121;-1.7568;0.0;3.9;-17.03;-36.88;56.42;-31.5;16.92;2.0;55.699932;-4.091995;934.0;NaN;0.0;48.412903;;9 / 30;5509;2022-03-07 02:05:06:507
-4.6842;0.498;-0.818;-5.6678;2.989;7.4237;2.9802;3.0819;3.2228;-0.0156;-2.9052;-0.5962;0.0;2.4;-21.04;-35.79;56.42;-31.5;16.92;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;5609;2022-03-07 02:05:06:607
2.8463;1.0953;34.7294;-4.8595;2.1244;8.2488;0.3467;-1.6159;-9.3098;-0.0156;-2.9052;-0.5962;1.0;2.59;-22.11;-35.14;133.91;-12.51;30.5;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;5709;2022-03-07 02:05:06:707
0.3194;5.7135;4.9983;-1.9939;3.679;8.869;3.9284;-0.6673;16.4495;1.1898;3.8225;0.8022;1.0;2.59;-22.11;-35.14;133.91;-12.51;30.5;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;5808;2022-03-07 02:05:06:806
-3.5734;2.2397;4.4704;-3.9882;4.2412;7.8915;2.8283;-0.4208;-6.1035;0.168;0.015;-0.6548;1.0;1.52;-24.3;-33.92;150.26;-22.03;12.67;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;5909;2022-03-07 02:05:06:907
-0.7723;3.5611;15.2258;-1.024;2.676;9.3787;-2.9017;-0.179;-2.0913;0.3587;-0.2152;0.0559;1.0;1.52;-24.3;-33.92;150.26;-22.03;12.67;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6009;2022-03-07 02:05:07:007
-0.8982;2.7736;-0.2148;-3.527;3.3905;8.4992;2.4147;0.301;1.5151;0.3587;-0.2152;0.0559;1.0;2.04;-23.23;-34.28;172.45;-15.84;6.23;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6109;2022-03-07 02:05:07:107
-6.7062;2.3964;-0.7092;-4.5293;3.224;8.0785;4.5112;-2.7486;-9.348;0.2544;1.9091;-0.759;1.0;-1.63;-24.43;-34.05;172.45;-15.84;6.23;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6208;2022-03-07 02:05:07:206
0.9036;2.9303;14.1305;-4.5293;3.224;8.0785;4.5112;-2.7486;-9.348;-1.2837;-5.9345;0.5027;0.0;-0.06;-24.53;-34.03;129.81;-19.19;29.28;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6308;2022-03-07 02:05:07:306
0.816;3.3135;8.805;-0.057;2.5086;9.4802;3.947;0.3233;17.3595;0.2121;-0.8268;0.2033;0.0;-0.06;-24.53;-34.03;129.81;-19.19;29.28;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6408;2022-03-07 02:05:07:406
2.1748;3.1866;8.2651;0.4248;3.05;9.3106;-0.3608;-0.1922;-1.8686;0.2121;-0.8268;0.2033;0.0;-3.77;-23.89;-33.66;163.84;-14.82;0.34;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6508;2022-03-07 02:05:07:506
2.2394;2.2744;10.9561;1.6516;2.6844;9.2864;-0.0284;0.2353;-0.5286;-0.5863;-0.9818;-0.1652;1.0;-3.77;-23.89;-33.66;163.84;-14.82;0.34;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6608;2022-03-07 02:05:07:606
-2.6195;2.3007;10.585;0.3735;2.815;9.3865;1.2358;-0.2959;0.6464;-0.3146;2.617;-0.6072;1.0;-8.62;-24.02;-31.67;166.93;-15.89;-10.08;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6708;2022-03-07 02:05:07:706
-1.8796;2.388;10.5586;-1.726;2.3892;9.3532;-0.3097;-0.1021;0.4066;0.1658;-0.1038;0.0292;1.0;-12.96;-24.06;-30.99;166.93;-15.89;-10.08;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6808;2022-03-07 02:05:07:806
-1.7886;2.6922;9.5351;-1.6892;2.5584;9.3151;0.0342;0.0488;0.0136;0.1658;-0.1038;0.0292;0.0;-11.47;-24.09;-31.18;134.81;-14.1;10.46;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;6908;2022-03-07 02:05:07:906
-1.9418;2.6874;9.492;-1.7031;2.6234;9.2945;-0.1889;0.0855;0.2092;0.0614;0.0634;0.0476;0.0;-11.47;-24.09;-31.18;134.81;-14.1;10.46;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7008;2022-03-07 02:05:08:006
-1.2655;2.8765;9.1511;-1.7031;2.6234;9.2945;-0.1889;0.0855;0.2092;0.0541;0.0612;-0.0263;0.0;-8.83;-23.74;-31.93;136.0;-15.52;10.38;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7108;2022-03-07 02:05:08:106
-1.7372;2.2983;9.1917;-1.7843;2.6718;9.2654;0.3905;-0.024;0.1128;0.102;0.211;-0.0554;1.0;-4.84;-23.62;-33.19;136.0;-15.52;10.38;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7209;2022-03-07 02:05:08:207
-2.0677;2.7401;8.9677;-1.9814;2.7135;9.2131;0.1332;-0.2157;0.2919;0.102;0.211;-0.0554;1.0;-2.87;-23.59;-33.34;145.4;-16.06;12.14;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7308;2022-03-07 02:05:08:306
-2.7619;3.2166;9.4238;-2.0453;2.7021;9.2025;-0.103;0.3568;0.1165;-0.1058;0.0505;0.026;1.0;-2.87;-23.59;-33.34;145.4;-16.06;12.14;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7409;2022-03-07 02:05:08:407
-2.2172;2.1751;9.2228;-2.1082;2.5754;9.2246;0.0274;-0.331;0.025;-0.0615;0.0486;-0.0075;1.0;-2.46;-23.68;-33.32;147.52;-15.99;12.53;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7509;2022-03-07 02:05:08:507
-2.1467;2.327;9.2013;-2.1653;2.5436;9.2202;-0.0053;-0.3865;-0.0455;0.0722;0.0452;-0.0024;1.0;-1.95;-23.53;-33.45;147.52;-15.99;12.53;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7609;2022-03-07 02:05:08:607
-2.2196;2.7592;9.2862;-2.1916;2.6029;9.1974;-0.0114;0.1718;0.1188;0.0722;0.0452;-0.0024;1.0;-1.8;-23.4;-33.32;145.86;-15.03;13.22;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7708;2022-03-07 02:05:08:706
-2.2735;2.5519;9.2145;-2.2318;2.5875;9.1921;-0.0351;-0.0435;0.0354;-0.0154;0.0266;-0.0064;1.0;-1.8;-23.4;-33.32;145.86;-15.03;13.22;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7808;2022-03-07 02:05:08:806
-2.3225;2.4359;9.2037;-2.2318;2.5875;9.1921;-0.0351;-0.0435;0.0354;0.0053;0.0121;-0.0038;1.0;-1.61;-23.19;-33.68;143.75;-15.3;13.65;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;7909;2022-03-07 02:05:08:907
-2.2639;2.6336;9.2408;-2.2566;2.5655;9.1922;-0.0546;-0.108;0.0029;0.0137;-0.0032;0.0049;1.0;-1.61;-23.19;-33.68;143.75;-15.3;13.65;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;8009;2022-03-07 02:05:09:007
-2.2472;2.63;9.2061;-2.2511;2.5877;9.1873;0.0099;0.0663;0.0416;0.0137;-0.0032;0.0049;1.0;-1.16;-23.01;-33.47;147.51;-15.17;13.79;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;8109;2022-03-07 02:05:09:107
-2.3046;2.5472;9.2516;-2.2493;2.5851;9.1885;0.0355;-0.0064;-0.0029;-0.0089;0.0032;-0.002;1.0;-1.16;-23.01;-33.47;147.51;-15.17;13.79;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;8209;2022-03-07 02:05:09:207
-2.3046;2.5472;9.2516;-2.2524;2.5796;9.1893;-0.0228;-0.0341;0.0442;0.0052;-0.0049;0.0027;1.0;-1.09;-22.99;-33.23;147.42;-15.28;13.76;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;8308;2022-03-07 02:05:09:306
-2.2591;2.5869;9.2659;-2.2554;2.5776;9.1891;-0.0225;0.023;0.0167;-0.0026;0.0029;0.002;1.0;-1.26;-23.03;-33.06;147.42;-15.28;13.76;2.0;55.699944;-4.092001;935.6;NaN;0.0;51.870968;;9 / 30;8408;2022-03-07 02:05:09:406
