sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.3154;2.5929;9.2001;-2.299;2.5743;9.1792;-0.0084;-0.0093;0.0179;0.0011;0.0031;3.0E-4;1.0;-0.83;-23.92;-33.62;147.69;-15.24;14.01;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;10 / 30;33008;2022-03-07 02:05:34:006
-2.3142;2.5822;9.1953;-2.304;2.5762;9.1774;-0.0115;-0.0087;-0.0084;0.0023;0.0018;0.0014;1.0;-0.97;-23.81;-33.64;147.63;-15.22;14.06;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;10 / 30;33110;2022-03-07 02:05:34:108
-2.3177;2.5965;9.2252;-2.304;2.5762;9.1774;-0.0115;-0.0087;-0.0084;-5.0E-4;-0.004;0.0011;1.0;-0.94;-23.79;-33.37;147.63;-15.22;14.06;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;10 / 30;33209;2022-03-07 02:05:34:207
-2.3201;2.5834;9.2133;-2.3015;2.576;9.1781;-0.0103;-0.0062;6.0E-4;-5.0E-4;-0.004;0.0011;1.0;-1.12;-23.66;-33.28;148.73;-15.23;14.08;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;10 / 30;33309;2022-03-07 02:05:34:307
-2.301;2.5663;9.2216;-2.3006;2.5766;9.1782;-0.0088;0.0031;0.0135;-0.0035;-0.0046;0.0011;1.0;-1.12;-23.66;-33.28;148.73;-15.23;14.08;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;10 / 30;33409;2022-03-07 02:05:34:407
-2.3082;2.5941;9.1786;-2.2982;2.5753;9.1791;0.0013;-0.0084;0.006;-0.0026;-0.0026;0.0011;1.0;-1.26;-23.59;-33.26;148.73;-15.23;14.07;2.0;55.699978;-4.09199;919.07;NaN;1.12;34.580647;322.7;11 / 30;33508;2022-03-07 02:05:34:506
-2.3094;2.5603;9.1893;-2.297;2.5731;9.1801;-0.0032;0.0018;-0.0023;3.0E-4;-3.0E-4;5.0E-4;1.0;-1.22;-23.61;-33.32;148.73;-15.23;14.07;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;33609;2022-03-07 02:05:34:607
-2.3261;2.5786;9.1869;-2.2978;2.5732;9.1798;-0.0153;-0.0068;-0.0052;3.0E-4;-3.0E-4;5.0E-4;1.0;-1.42;-23.55;-33.45;148.79;-15.21;14.05;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;33708;2022-03-07 02:05:34:706
-2.3034;2.5639;9.1798;-2.2969;2.5727;9.1802;0.0027;-0.0085;0.009;0.002;-5.0E-4;8.0E-4;1.0;-1.42;-23.55;-33.45;148.79;-15.21;14.05;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;33808;2022-03-07 02:05:34:806
-2.3046;2.575;9.1965;-2.2958;2.5721;9.1806;-0.0068;-0.0035;-0.0071;-0.0012;-0.0035;9.0E-4;1.0;-1.28;-23.51;-33.32;148.8;-15.21;14.05;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;33908;2022-03-07 02:05:34:906
-2.307;2.5639;9.2276;-2.2958;2.5721;9.1806;-0.0068;-0.0035;-0.0071;6.0E-4;-0.0032;0.0014;1.0;-1.16;-23.59;-33.43;148.8;-15.21;14.05;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34009;2022-03-07 02:05:35:007
-2.307;2.5639;9.2276;-2.2945;2.5716;9.1811;-0.0044;-0.0063;0.0032;6.0E-4;-0.0032;0.0014;1.0;-1.12;-23.66;-33.47;148.82;-15.2;14.03;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34109;2022-03-07 02:05:35:107
-2.3094;2.5726;9.2192;-2.2934;2.5707;9.1816;-0.014;-0.0053;0.0;9.0E-4;-0.0017;8.0E-4;1.0;-1.12;-23.66;-33.47;148.82;-15.2;14.03;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34209;2022-03-07 02:05:35:207
-2.3022;2.5834;9.2192;-2.2914;2.5693;9.1825;0.0053;-0.0121;-0.0092;0.002;-6.0E-4;2.0E-4;1.0;-1.03;-23.74;-33.49;148.84;-15.2;14.02;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34309;2022-03-07 02:05:35:307
-2.3022;2.5834;9.2192;-2.2917;2.5702;9.1822;-0.0047;-0.0014;0.0082;0.0041;0.0018;-5.0E-4;1.0;-0.81;-23.72;-33.45;148.84;-15.2;14.02;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34408;2022-03-07 02:05:35:406
-2.3405;2.5893;9.2336;-2.2907;2.5704;9.1824;0.0205;-0.0326;0.0182;0.0041;0.0018;-5.0E-4;1.0;-0.99;-23.46;-33.58;145.94;-15.19;14.01;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34509;2022-03-07 02:05:35:507
-2.2842;2.5762;9.1726;-2.2937;2.5725;9.181;-0.0176;0.0087;0.0097;-3.0E-4;3.0E-4;0.0011;1.0;-0.99;-23.46;-33.58;145.94;-15.19;14.01;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34610;2022-03-07 02:05:35:608
-2.3154;2.5893;9.2252;-2.2959;2.575;9.1798;-0.0015;-0.0147;-0.0057;0.0069;0.0021;3.0E-4;1.0;-0.96;-23.49;-33.6;145.9;-15.21;14.03;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34710;2022-03-07 02:05:35:708
-2.2735;2.5774;9.1475;-2.2959;2.575;9.1798;-0.0015;-0.0147;-0.0057;-0.0035;0.0021;-0.0011;1.0;-0.96;-23.49;-33.6;145.9;-15.21;14.03;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34809;2022-03-07 02:05:35:807
-2.2831;2.5567;9.1881;-2.2964;2.571;9.1808;0.0204;-0.009;-0.0219;-0.0035;0.0021;-0.0011;1.0;-0.92;-23.57;-33.62;147.66;-15.22;14.04;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;34909;2022-03-07 02:05:35:907
-2.3058;2.5567;9.1798;-2.3039;2.5749;9.1778;0.0183;-0.0096;-0.0115;0.007;0.0127;-5.0E-4;1.0;-0.92;-23.57;-33.62;147.66;-15.22;14.04;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35009;2022-03-07 02:05:36:007
-2.3201;2.5496;9.1989;-2.3163;2.5652;9.1774;-0.0031;-0.0232;-6.0E-4;-0.0154;0.0011;5.0E-4;1.0;-1.05;-23.76;-33.84;147.58;-15.22;14.09;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35109;2022-03-07 02:05:36:107
-2.2974;2.5029;9.2097;-2.3053;2.5375;9.1879;-0.0131;-0.0066;0.0023;-0.0301;-0.0139;0.0147;1.0;-1.05;-23.76;-33.84;147.58;-15.22;14.09;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35209;2022-03-07 02:05:36:207
-2.2723;2.6599;9.1702;-2.2974;2.5204;9.1946;-0.0184;0.0105;-0.0172;-0.0301;-0.0139;0.0147;1.0;-0.94;-23.47;-33.81;146.08;-15.0;14.08;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35309;2022-03-07 02:05:36:307
-2.3321;2.4682;9.2671;-2.289;2.5221;9.1962;-0.025;0.0198;-0.0136;-0.0063;-5.0E-4;0.0023;1.0;-0.94;-23.47;-33.81;146.08;-15.0;14.08;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35409;2022-03-07 02:05:36:407
-2.2902;2.479;9.236;-2.289;2.5221;9.1962;-0.025;0.0198;-0.0136;-0.0286;-0.0276;0.0127;1.0;-0.94;-23.03;-33.88;146.37;-14.9;13.98;2.0;55.699966;-4.091981;922.42;NaN;0.0;34.580647;;11 / 30;35509;2022-03-07 02:05:36:507
-2.2842;2.5065;9.2839;-2.2643;2.4834;9.2128;-0.0289;-0.057;0.006;0.009;0.0049;-0.0015;1.0;-1.05;-22.89;-33.68;146.37;-14.9;13.98;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;35608;2022-03-07 02:05:36:606
-2.2771;2.5364;9.2049;-2.2659;2.4847;9.2121;0.0056;-0.0102;2.0E-4;0.009;0.0049;-0.0015;1.0;-1.37;-22.89;-33.92;146.9;-14.68;13.82;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;35708;2022-03-07 02:05:36:706
-2.2675;2.4526;9.2252;-2.2678;2.4884;9.2106;-0.0038;0.0046;-0.0069;0.0047;0.002;-0.0023;1.0;-1.37;-22.89;-33.92;146.9;-14.68;13.82;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;35808;2022-03-07 02:05:36:806
-2.2819;2.5005;9.224;-2.2733;2.4956;9.2073;-0.0041;-0.0203;0.0034;0.0176;0.0089;-0.0032;1.0;-1.46;-22.93;-33.98;146.85;-14.7;13.83;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;35908;2022-03-07 02:05:36:906
-2.295;2.5172;9.2372;-2.2853;2.5063;9.2014;-0.0116;-0.0099;4.0E-4;0.0049;-6.0E-4;-2.0E-4;1.0;-1.29;-23.12;-34.01;146.85;-14.7;13.83;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36009;2022-03-07 02:05:37:007
-2.2866;2.5232;9.2252;-2.2836;2.5111;9.2006;0.0075;0.0059;-0.01;0.0049;-6.0E-4;-2.0E-4;1.0;-1.22;-23.1;-34.18;146.53;-14.81;13.95;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36108;2022-03-07 02:05:37:106
-2.2866;2.4933;9.2001;-2.2854;2.5142;9.1993;-0.0033;-0.0179;-0.0058;0.0043;8.0E-4;-0.002;1.0;-1.22;-23.1;-34.18;146.53;-14.81;13.95;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36208;2022-03-07 02:05:37:206
-2.2986;2.5208;9.2097;-2.2854;2.5142;9.1993;-0.0033;-0.0179;-0.0058;0.004;0.0021;0.0;1.0;-1.16;-23.12;-34.12;146.47;-14.85;13.95;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36309;2022-03-07 02:05:37:307
-2.3106;2.5172;9.2001;-2.2893;2.5147;9.1981;-0.0047;0.003;0.0083;0.0127;0.0137;-0.0038;1.0;-1.29;-23.16;-34.28;146.47;-14.85;13.95;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36409;2022-03-07 02:05:37:407
-2.3321;2.5292;9.2192;-2.3032;2.5255;9.1917;7.0E-4;4.0E-4;-0.0029;0.0127;0.0137;-0.0038;1.0;-1.33;-23.21;-34.37;146.2;-14.92;14.07;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36508;2022-03-07 02:05:37:506
-2.3345;2.5149;9.2145;-2.3071;2.5212;9.1919;-0.0146;-0.0199;0.0072;-0.0023;0.002;0.0;1.0;-1.33;-23.21;-34.37;146.2;-14.92;14.07;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36609;2022-03-07 02:05:37:607
-2.3225;2.5328;9.2204;-2.3071;2.5218;9.1917;-0.0037;0.0012;-0.0056;0.0;-0.004;8.0E-4;1.0;-1.39;-23.44;-34.31;146.2;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36709;2022-03-07 02:05:37:707
-2.3213;2.5125;9.2013;-2.3078;2.5219;9.1915;-0.0031;-0.0039;0.0;0.0;-0.0014;3.0E-4;1.0;-1.39;-23.44;-34.31;146.2;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36809;2022-03-07 02:05:37:807
-2.3189;2.5184;9.2133;-2.3077;2.5208;9.1919;-0.0051;-0.0073;-0.0052;0.0;-0.0014;3.0E-4;1.0;-1.46;-23.08;-34.03;146.18;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;36908;2022-03-07 02:05:37:906
-2.3154;2.522;9.2061;-2.3077;2.5208;9.1919;-0.0051;-0.0073;-0.0052;8.0E-4;-0.0014;6.0E-4;1.0;-1.46;-23.08;-34.03;146.18;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;37008;2022-03-07 02:05:38:006
-2.3261;2.5244;9.1977;-2.3072;2.5214;9.1918;-0.0052;-0.0019;-0.0049;0.0017;-0.0018;3.0E-4;1.0;-1.31;-23.21;-33.75;146.19;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;37109;2022-03-07 02:05:38:107
-2.313;2.5172;9.2133;-2.3073;2.5213;9.1918;-0.0034;-0.0059;2.0E-4;-3.0E-4;-5.0E-4;5.0E-4;1.0;-1.31;-23.21;-33.75;146.19;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;37208;2022-03-07 02:05:38:206
-2.3177;2.5484;9.2085;-2.3068;2.52;9.1923;5.0E-4;-0.0178;-6.0E-4;-3.0E-4;-5.0E-4;5.0E-4;1.0;-1.12;-23.12;-33.54;146.19;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;37309;2022-03-07 02:05:38:307
-2.2986;2.5603;9.2264;-2.3079;2.5207;9.1919;0.006;-0.0062;-6.0E-4;0.0035;9.0E-4;5.0E-4;1.0;-1.14;-23.46;-33.69;146.19;-14.9;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;11 / 30;37408;2022-03-07 02:05:38:406
-2.3321;2.5232;9.2204;-2.3088;2.5219;9.1913;6.0E-4;0.009;0.0257;-0.002;-0.0026;2.0E-4;1.0;-1.12;-23.59;-33.79;147.96;-14.89;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;37508;2022-03-07 02:05:38:506
-2.3273;2.5172;9.2204;-2.3094;2.522;9.1911;-0.0041;-0.0122;0.001;0.0027;-0.0011;0.0011;1.0;-1.12;-23.59;-33.79;147.96;-14.89;14.09;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;37608;2022-03-07 02:05:38:606
-2.3094;2.5161;9.2324;-2.3082;2.5226;9.1913;-0.0012;-0.0069;0.0031;0.0027;-0.0011;0.0011;1.0;-1.22;-23.64;-33.82;147.94;-14.9;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;37708;2022-03-07 02:05:38:706
-2.3237;2.5352;9.2169;-2.3082;2.5226;9.1913;-0.0012;-0.0069;0.0031;5.0E-4;-9.0E-4;3.0E-4;1.0;-1.31;-23.72;-33.66;147.94;-14.9;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;37808;2022-03-07 02:05:38:806
-2.3213;2.5208;9.2061;-2.3083;2.5224;9.1913;-0.0079;-0.0039;-0.0062;0.0021;-6.0E-4;5.0E-4;1.0;-1.01;-23.72;-33.47;149.05;-14.9;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;37909;2022-03-07 02:05:38:907
-2.3189;2.522;9.2001;-2.3082;2.5241;9.1908;-0.0029;-0.0047;-0.0059;0.0018;-3.0E-4;3.0E-4;1.0;-1.01;-23.72;-33.47;149.05;-14.9;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38008;2022-03-07 02:05:39:006
-2.3082;2.5208;9.2192;-2.3094;2.5236;9.1907;-0.0041;-0.0129;-0.0039;0.0018;-3.0E-4;3.0E-4;1.0;-0.97;-23.46;-33.24;147.33;-14.92;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38109;2022-03-07 02:05:39:107
-2.3201;2.5256;9.2145;-2.309;2.5247;9.1905;0.0012;-0.0086;2.0E-4;0.0021;-8.0E-4;3.0E-4;1.0;-0.86;-23.38;-33.45;147.33;-14.92;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38209;2022-03-07 02:05:39:207
-2.3213;2.5184;9.1893;-2.3104;2.5253;9.19;-0.0109;-0.0093;-0.0037;0.0021;0.0;5.0E-4;1.0;-1.05;-23.23;-33.86;146.15;-14.92;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38308;2022-03-07 02:05:39:306
-2.307;2.5101;9.2157;-2.3104;2.5265;9.1896;-0.0056;-0.007;0.0059;0.0034;-6.0E-4;9.0E-4;1.0;-1.05;-23.23;-33.86;146.15;-14.92;14.1;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38408;2022-03-07 02:05:39:406
-2.3285;2.528;9.2121;-2.3095;2.5266;9.1898;-0.0083;0.0082;0.0051;0.0034;-6.0E-4;9.0E-4;0.0;-1.18;-23.19;-33.94;146.12;-14.93;14.11;2.0;55.69996;-4.091982;922.21;NaN;0.0;34.580647;;12 / 30;38508;2022-03-07 02:05:39:506
-2.3285;2.528;9.2121;-2.3095;2.5266;9.1898;-0.0083;0.0082;0.0051;0.0011;-0.0014;2.0E-4;0.0;-1.39;-23.31;-34.18;146.12;-14.93;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;38609;2022-03-07 02:05:39:607
-2.3381;2.5364;9.2551;-2.3102;2.5279;9.1893;0.0017;-0.0047;-4.0E-4;0.0034;0.0063;0.0024;0.0;-1.52;-23.21;-34.29;143.55;-14.94;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;38709;2022-03-07 02:05:39:707
-2.3201;2.5172;9.2169;-2.3169;2.5306;9.1869;0.0062;-0.018;0.0026;0.0032;-0.0012;8.0E-4;0.0;-1.52;-23.21;-34.29;143.55;-14.94;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;38808;2022-03-07 02:05:39:806
-2.3177;2.5077;9.2264;-2.3167;2.5316;9.1866;0.0027;-0.0097;3.0E-4;0.0032;-0.0012;8.0E-4;0.0;-1.41;-23.14;-34.26;146.02;-14.95;14.15;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;38908;2022-03-07 02:05:39:906
-2.3237;2.5352;9.2001;-2.3155;2.53;9.1874;0.0014;-0.0132;0.0024;8.0E-4;-8.0E-4;5.0E-4;0.0;-1.67;-23.03;-34.93;146.02;-14.95;14.15;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;39008;2022-03-07 02:05:40:006
-2.3213;2.5292;9.1977;-2.3145;2.5303;9.1875;-0.0028;-0.0067;0.0;0.0015;-0.0014;9.0E-4;0.0;-1.67;-22.84;-35.08;142.33;-14.95;14.15;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;39108;2022-03-07 02:05:40:106
-2.3333;2.522;9.1965;-2.3135;2.5295;9.188;2.0E-4;-0.0075;-9.0E-4;0.002;2.0E-4;0.0;0.0;-1.67;-22.84;-35.08;142.33;-14.95;14.15;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;39209;2022-03-07 02:05:40:207
-2.307;2.5304;9.2097;-2.3135;2.5295;9.188;2.0E-4;-0.0075;-9.0E-4;0.002;2.0E-4;0.0;0.0;-1.54;-23.03;-34.95;142.35;-14.95;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;39308;2022-03-07 02:05:40:306
-2.3249;2.5268;9.2121;-2.3125;2.5289;9.1884;0.002;-0.0109;0.0079;0.0014;-0.0015;5.0E-4;0.0;-1.54;-23.03;-34.95;142.35;-14.95;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;12 / 30;39408;2022-03-07 02:05:40:406
-2.3118;2.5268;9.2169;-2.3121;2.5286;9.1886;-0.0065;-0.0077;-0.0029;0.0015;-0.0014;3.0E-4;0.0;-1.33;-23.21;-34.76;144.9;-14.94;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;39509;2022-03-07 02:05:40:507
-2.3118;2.5388;9.224;-2.3114;2.5282;9.1889;0.0012;-0.0062;0.001;0.0015;-3.0E-4;9.0E-4;0.0;-1.33;-23.21;-34.76;144.9;-14.94;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;39609;2022-03-07 02:05:40:607
-2.3237;2.5328;9.2264;-2.3128;2.5291;9.1883;4.0E-4;-0.0115;0.0016;0.0015;-3.0E-4;9.0E-4;0.0;-0.92;-23.46;-34.54;144.91;-14.94;14.12;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;39709;2022-03-07 02:05:40:707
-2.3201;2.534;9.2049;-2.3124;2.5296;9.1883;-0.0027;-0.005;-9.0E-4;0.0014;-0.0012;9.0E-4;0.0;-0.92;-23.46;-34.54;144.91;-14.94;14.12;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;39809;2022-03-07 02:05:40:807
-2.313;2.534;9.2157;-2.3111;2.5294;9.1887;6.0E-4;-0.0047;-0.0026;0.0011;-9.0E-4;8.0E-4;0.0;-1.16;-23.21;-34.35;146.08;-14.95;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;39909;2022-03-07 02:05:40:907
-2.3261;2.5352;9.2001;-2.3097;2.5292;9.1891;0.0022;2.0E-4;0.0043;9.0E-4;-8.0E-4;5.0E-4;0.0;-1.16;-23.21;-34.35;146.08;-14.95;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40009;2022-03-07 02:05:41:007
-2.3142;2.5424;9.2228;-2.3097;2.5292;9.1891;0.0022;2.0E-4;0.0043;9.0E-4;-8.0E-4;5.0E-4;0.0;-1.35;-22.91;-34.52;144.92;-14.95;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40108;2022-03-07 02:05:41:106
-2.3213;2.528;9.2169;-2.3099;2.5292;9.189;-0.0067;-0.0103;0.0065;0.0014;6.0E-4;8.0E-4;0.0;-1.35;-22.91;-34.52;144.92;-14.95;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40209;2022-03-07 02:05:41:207
-2.3154;2.5316;9.2073;-2.3114;2.5304;9.1883;-0.0039;-0.0045;-0.0024;0.004;0.0024;0.0021;0.0;-1.59;-22.87;-34.14;143.54;-14.95;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40309;2022-03-07 02:05:41:307
-2.3261;2.5316;9.2085;-2.3133;2.5326;9.1872;-0.004;-0.0054;0.0027;0.0011;0.0;5.0E-4;0.0;-1.41;-22.93;-34.39;143.54;-14.95;14.11;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40409;2022-03-07 02:05:41:407
-2.3237;2.5388;9.2097;-2.313;2.5319;9.1875;-0.0047;-0.0116;0.0032;0.0011;0.0;5.0E-4;0.0;-1.29;-23.34;-34.43;146.05;-14.96;14.13;2.0;55.69995;-4.091989;920.76;NaN;0.0;31.122583;;11 / 30;40508;2022-03-07 02:05:41:506
-2.3177;2.528;9.1917;-2.3127;2.5316;9.1876;-0.0055;-0.0072;0.0029;0.0018;3.0E-4;8.0E-4;0.0;-1.29;-23.34;-34.43;146.05;-14.96;14.13;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;40610;2022-03-07 02:05:41:608
-2.3273;2.5316;9.2109;-2.3114;2.5318;9.1879;0.0022;-0.0043;4.0E-4;0.0014;-9.0E-4;3.0E-4;0.0;-1.22;-23.42;-33.96;146.06;-14.96;14.13;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;40709;2022-03-07 02:05:41:707
-2.3213;2.5328;9.2025;-2.3106;2.5315;9.1882;-0.0058;-0.0068;-8.0E-4;5.0E-4;-0.0015;9.0E-4;0.0;-1.22;-23.42;-33.96;146.06;-14.96;14.13;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;40808;2022-03-07 02:05:41:806
-2.3154;2.5268;9.2133;-2.3106;2.5315;9.1882;-0.0058;-0.0068;-8.0E-4;5.0E-4;-0.0015;9.0E-4;0.0;-1.28;-23.47;-33.94;146.08;-14.96;14.12;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;40909;2022-03-07 02:05:41:907
-2.3345;2.5328;9.2061;-2.3096;2.5304;9.1888;-0.0017;-0.0096;-0.0032;6.0E-4;-0.0014;5.0E-4;0.0;-1.28;-23.47;-33.94;146.08;-14.96;14.12;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41008;2022-03-07 02:05:42:006
-2.3201;2.5412;9.1881;-2.3101;2.5306;9.1886;-0.006;-0.0054;-0.0113;8.0E-4;-0.0031;8.0E-4;0.0;-1.33;-23.47;-33.54;146.1;-14.95;14.11;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41109;2022-03-07 02:05:42:107
-2.3273;2.5328;9.2097;-2.3105;2.5294;9.1888;-0.0015;-0.0068;0.0012;6.0E-4;-0.002;5.0E-4;0.0;-1.33;-23.47;-33.54;146.1;-14.95;14.11;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41209;2022-03-07 02:05:42:207
-2.3261;2.5292;9.2025;-2.309;2.5286;9.1894;0.0058;-0.0072;-0.0018;6.0E-4;-0.002;5.0E-4;0.0;-1.03;-23.4;-33.64;146.1;-14.95;14.11;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41309;2022-03-07 02:05:42:307
-2.3249;2.5208;9.2145;-2.3069;2.5273;9.1903;-0.0011;-0.0078;-0.0104;-5.0E-4;-0.0032;6.0E-4;0.0;-1.09;-23.29;-33.82;146.1;-14.95;14.11;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41408;2022-03-07 02:05:42:406
-2.3237;2.5316;9.2085;-2.3059;2.5259;9.1909;-0.0053;-0.0056;-0.0028;0.0;-0.0021;0.0;0.0;-0.9;-22.97;-33.86;146.15;-14.93;14.09;2.0;55.699944;-4.091978;922.83;NaN;0.0;31.122583;;11 / 30;41508;2022-03-07 02:05:42:506
