sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.9202;4.0639;8.7117;-1.9034;4.1591;8.6746;0.5581;-1.0797;-0.2737;-0.4618;-0.2805;-0.0021;427.0;34.65;-0.96;-16.44;315.94;-34.54;37.72;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;12;2022-03-21 14:34:48:657
-1.9202;4.0639;8.7117;-2.0349;4.0682;8.6879;0.1311;0.0819;-0.4119;-0.1396;0.4623;-0.1463;427.0;27.66;1.39;-23.42;300.07;-25.09;12.38;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;111;2022-03-21 14:34:48:756
-2.3955;4.0831;8.6483;-2.4277;3.9508;8.6411;-0.0263;0.0781;0.1274;-0.0515;0.129;-0.0272;427.0;27.66;1.39;-23.42;300.07;-25.09;12.38;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;211;2022-03-21 14:34:48:856
-2.6363;4.2362;8.2747;-2.6264;3.9248;8.5947;0.072;0.0235;0.2244;-0.0515;0.129;-0.0272;427.0;20.68;4.33;-29.7;325.46;-23.76;15.69;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;311;2022-03-21 14:34:48:956
-2.4661;4.8506;7.8437;-2.6264;3.9248;8.5947;0.072;0.0235;0.2244;0.2016;0.1025;0.1406;427.0;20.68;4.33;-29.7;325.46;-23.76;15.69;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;412;2022-03-21 14:34:49:057
-2.4661;4.8506;7.8437;-2.7328;4.133;8.4629;-0.0678;-0.1945;-0.2579;-0.3874;0.064;0.2311;465.0;18.69;6.02;-31.56;336.17;-23.59;16.99;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;511;2022-03-21 14:34:49:156
-3.1594;3.8498;8.9701;-2.8265;3.8709;8.5556;-0.2278;0.2593;-0.1299;-0.069;-0.328;-0.0428;465.0;18.69;6.02;-31.56;336.17;-23.59;16.99;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;611;2022-03-21 14:34:49:256
-2.4541;3.676;8.9689;-2.6127;3.5999;8.7398;-0.2404;-0.0906;0.4418;-0.069;-0.328;-0.0428;465.0;20.12;6.36;-31.48;334.71;-23.25;18.28;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;711;2022-03-21 14:34:49:356
-2.3788;3.5886;8.8014;-2.3686;3.6054;8.8069;-0.1136;0.0251;0.0296;-0.0341;-0.195;-0.0478;465.0;20.12;6.36;-31.48;334.71;-23.25;18.28;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;812;2022-03-21 14:34:49:457
-2.3788;3.5886;8.8014;-2.2694;3.4504;8.8947;-0.0643;0.0732;-0.1678;-0.1509;-0.0363;-0.0081;465.0;20.48;6.79;-31.88;330.92;-21.57;15.05;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;911;2022-03-21 14:34:49:556
-2.3883;3.2465;8.5681;-2.35;3.3488;8.9126;-0.0418;-0.0561;-0.1462;-0.1509;-0.0363;-0.0081;465.0;19.86;7.78;-32.34;330.34;-20.6;14.31;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1011;2022-03-21 14:34:49:656
-2.653;3.4774;8.6375;-2.4264;3.3767;8.8815;-0.1351;0.0964;-0.1687;-0.035;0.1614;0.0305;465.0;19.24;8.87;-32.66;334.64;-19.97;14.77;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1112;2022-03-21 14:34:49:757
-2.0151;3.4211;8.5164;-2.4264;3.3767;8.8815;-0.1351;0.0964;-0.1687;0.0716;-0.0505;0.0727;465.0;19.24;8.87;-32.66;334.64;-19.97;14.77;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1211;2022-03-21 14:34:49:856
-2.6219;3.8294;6.9257;-2.3508;3.5337;8.8407;-0.1373;-0.0741;-0.1013;0.6429;0.4818;-0.1159;465.0;19.05;9.26;-33.04;335.5;-20.14;15.28;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1311;2022-03-21 14:34:49:956
-2.549;3.6437;9.1005;-2.7039;3.9614;8.5537;0.1715;-0.0756;-1.1884;0.5455;-0.0548;-0.1972;465.0;19.05;9.26;-33.04;335.5;-20.14;15.28;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1411;2022-03-21 14:34:50:056
-3.1077;4.5284;8.2256;-2.7116;4.1111;8.4804;0.4048;-0.592;0.3086;0.5455;-0.0548;-0.1972;434.0;19.48;8.83;-33.26;340.64;-23.83;17.54;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1511;2022-03-21 14:34:50:156
-2.665;4.3609;8.0797;-2.6017;4.326;8.4076;-0.3465;0.2379;-0.2932;0.0764;-0.0567;-0.1165;434.0;19.48;8.83;-33.26;340.64;-23.83;17.54;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1611;2022-03-21 14:34:50:256
-2.8935;4.4602;8.4087;-2.7735;4.3328;8.3489;0.1116;0.053;-0.1218;-0.0061;0.4693;-0.0895;434.0;19.58;6.66;-32.79;337.7;-26.18;17.19;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1711;2022-03-21 14:34:50:356
-3.2599;4.3537;8.0175;-3.2272;4.3619;8.1688;0.0679;0.0421;-0.1409;-0.0215;0.3155;-0.0337;434.0;19.58;6.66;-32.79;337.7;-26.18;17.19;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1811;2022-03-21 14:34:50:456
-3.5746;4.4818;8.0139;-3.2272;4.3619;8.1688;0.0679;0.0421;-0.1409;-0.0215;0.3155;-0.0337;467.0;20.14;5.1;-31.59;341.94;-26.41;21.56;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;1911;2022-03-21 14:34:50:556
-3.23;4.4279;7.8855;-3.3809;4.3019;8.1384;-0.1857;0.1815;-0.1372;0.0576;-0.4126;0.031;467.0;20.14;5.1;-31.59;341.94;-26.41;21.56;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2011;2022-03-21 14:34:50:656
-2.8122;4.2087;8.1598;-3.0285;4.3273;8.2628;-0.0404;0.0416;-0.1397;-0.0365;0.0067;-0.0131;435.0;21.19;4.41;-30.71;339.14;-26.02;22.56;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2111;2022-03-21 14:34:50:756
-3.1041;4.3418;8.2675;-2.9894;4.2986;8.2919;-0.0331;0.0831;0.1121;-0.0099;-0.0771;0.0098;435.0;21.19;4.41;-30.71;339.14;-26.02;22.56;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2211;2022-03-21 14:34:50:856
-2.9438;4.2879;8.3273;-2.9482;4.3092;8.3011;-9.0E-4;0.0229;0.0166;-0.0099;-0.0771;0.0098;435.0;21.98;5.01;-31.26;333.64;-26.0;19.83;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2311;2022-03-21 14:34:50:956
-3.0802;4.4339;8.3249;-3.0377;4.3087;8.2691;0.0204;0.0296;-0.1131;-0.0298;0.1142;-0.0195;435.0;21.58;4.97;-31.78;333.64;-26.0;19.83;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2411;2022-03-21 14:34:51:056
-2.9533;4.4028;8.4972;-2.9756;4.3204;8.2855;-0.101;0.0742;-0.043;-0.0128;-0.1121;0.0115;435.0;21.15;5.4;-31.95;337.42;-26.06;20.17;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2511;2022-03-21 14:34:51:156
-3.055;4.4985;8.1838;-2.9586;4.3268;8.2883;0.0635;-0.0223;0.1762;-0.0128;-0.1121;0.0115;435.0;21.15;5.4;-31.95;337.42;-26.06;20.17;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2611;2022-03-21 14:34:51:256
-2.9701;4.3872;8.3237;-2.9586;4.3268;8.2883;0.0635;-0.0223;0.1762;0.0476;0.0811;0.0102;435.0;21.02;5.27;-31.93;336.65;-26.18;19.64;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2711;2022-03-21 14:34:51:356
-3.0132;4.3789;8.1455;-2.9736;4.3758;8.2572;-0.0351;0.0496;-0.0448;0.0238;-0.0489;0.0084;435.0;21.02;5.27;-31.93;336.65;-26.18;19.64;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2812;2022-03-21 14:34:51:457
-3.1606;4.3382;8.9952;-2.9509;4.3938;8.2557;0.0384;-0.0087;-0.0306;-0.1083;0.1229;0.0153;435.0;20.98;5.23;-31.84;337.08;-26.5;19.8;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;2911;2022-03-21 14:34:51:556
-3.0036;4.6971;7.9179;-3.0086;4.3256;8.2709;-0.0708;0.0763;0.0701;0.0276;-0.3034;0.0431;435.0;20.98;5.23;-31.84;337.08;-26.5;19.8;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3012;2022-03-21 14:34:51:657
-2.5283;4.2999;8.4482;-2.7412;4.4031;8.3228;-0.2075;0.2366;-0.3689;0.0276;-0.3034;0.0431;435.0;20.64;4.97;-31.72;337.19;-26.17;19.99;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3113;2022-03-21 14:34:51:758
-2.6243;4.4064;8.1838;-2.5777;4.4163;8.3679;0.0483;-0.0937;0.1086;0.0435;0.0162;0.0098;435.0;20.64;4.97;-31.72;337.19;-26.17;19.99;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3211;2022-03-21 14:34:51:856
-2.8421;4.4231;8.6351;-2.7889;4.409;8.3038;0.0138;-0.0337;0.0146;-0.0252;0.0751;-0.0057;435.0;20.42;4.78;-32.85;336.21;-26.77;17.12;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3314;2022-03-21 14:34:51:959
-2.6554;4.5212;8.4852;-2.7134;4.393;8.3372;0.0107;0.0941;-0.1687;-0.0275;-0.1269;0.0189;435.0;20.42;4.78;-32.85;336.21;-26.77;17.12;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3412;2022-03-21 14:34:52:057
-2.6578;4.3992;8.6303;-2.7134;4.393;8.3372;0.0107;0.0941;-0.1687;-0.0275;-0.1269;0.0189;435.0;19.99;4.73;-33.56;338.64;-26.61;18.03;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3512;2022-03-21 14:34:52:157
-2.7559;4.3801;8.5355;-2.6934;4.3704;8.3556;0.0671;0.0055;0.0832;-0.0031;0.0406;-0.0195;435.0;19.91;4.95;-33.86;338.64;-26.61;18.03;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3612;2022-03-21 14:34:52:257
-2.7476;4.3214;8.1275;-2.7425;4.354;8.3482;-0.0417;-0.026;0.0309;-0.0156;-0.0345;0.0055;435.0;20.29;5.23;-34.03;338.77;-26.36;18.19;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3713;2022-03-21 14:34:52:358
-2.8301;4.3585;8.4182;-2.7305;4.341;8.3588;0.0144;-0.0276;-0.1701;-0.011;0.0915;0.0017;435.0;20.29;5.23;-34.03;338.77;-26.36;18.19;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3811;2022-03-21 14:34:52:456
-2.8624;4.3645;8.4266;-2.7831;4.3371;8.3435;0.0372;0.051;0.0049;-0.011;0.0915;0.0017;435.0;20.18;5.46;-33.69;338.57;-26.27;18.09;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;3911;2022-03-21 14:34:52:556
-3.0036;4.3346;8.295;-2.9069;4.3501;8.2944;0.0505;-0.0133;-0.1146;0.0084;0.1578;-0.009;435.0;20.18;5.46;-33.69;338.57;-26.27;18.09;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;4012;2022-03-21 14:34:52:657
-2.9773;4.1405;8.1969;-3.016;4.3413;8.26;0.0633;-0.0936;-0.0046;0.0137;0.1242;-0.0275;435.0;20.63;5.42;-33.53;338.53;-26.33;19.31;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;4111;2022-03-21 14:34:52:756
-3.0742;4.1788;8.0067;-3.016;4.3413;8.26;0.0633;-0.0936;-0.0046;0.0137;0.1242;-0.0275;435.0;21.06;5.12;-32.85;338.53;-26.33;19.31;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;4211;2022-03-21 14:34:52:856
-3.5614;4.4889;7.7767;-3.2104;4.3452;8.1843;0.1;-0.0726;-0.1145;0.0183;0.3163;-0.0397;465.0;22.18;5.21;-32.53;338.73;-26.3;21.42;2.0;55.873505;-4.292761;319.03;NaN;;54.19032;;0 / 29;4311;2022-03-21 14:34:52:956
-3.5818;4.3071;7.919;-3.529;4.3853;8.0303;-0.0719;0.1043;-0.2007;0.0499;0.1548;-0.0119;465.0;22.18;5.21;-32.53;338.73;-26.3;21.42;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4411;2022-03-21 14:34:53:056
-3.807;4.3358;8.0761;-3.6874;4.4001;7.9506;0.0632;-0.0275;-0.0869;-0.0093;0.272;-8.0E-4;494.0;23.34;5.08;-31.95;339.35;-26.56;23.72;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4511;2022-03-21 14:34:53:156
-4.1384;4.4423;8.2376;-3.9358;4.3425;7.8628;-0.0182;0.1353;-0.2639;0.1684;-0.1361;0.0157;494.0;23.34;5.08;-31.95;339.35;-26.56;23.72;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4611;2022-03-21 14:34:53:256
-4.1169;4.5858;7.3636;-3.8753;4.4271;7.8456;-0.2132;0.16;-0.5553;0.1684;-0.1361;0.0157;494.0;24.86;5.34;-30.6;338.67;-26.28;26.59;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4711;2022-03-21 14:34:53:356
-3.6033;4.2927;7.8963;-3.5679;4.3683;8.0223;0.0787;-0.1686;0.0381;-0.0096;-0.2986;0.0382;494.0;24.86;5.34;-30.6;338.67;-26.28;26.59;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4812;2022-03-21 14:34:53:457
-3.4537;4.1189;8.2328;-3.561;4.3405;8.0405;-0.0622;0.0395;-0.2584;-0.0325;-0.0979;-0.0058;494.0;25.82;5.78;-30.3;332.58;-26.45;23.98;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;4911;2022-03-21 14:34:53:556
-3.4178;4.156;8.0809;-3.561;4.3405;8.0405;-0.0622;0.0395;-0.2584;-0.0402;-0.0073;0.0086;494.0;25.82;5.78;-30.3;332.58;-26.45;23.98;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;5011;2022-03-21 14:34:53:656
-3.5506;4.349;7.9298;-3.5105;4.2951;8.087;-0.0629;0.0527;0.041;-0.0402;-0.0073;0.0086;494.0;25.99;6.23;-30.71;333.58;-26.27;23.89;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;5111;2022-03-21 14:34:53:756
-3.6117;4.3669;8.1586;-3.4909;4.2796;8.1036;-0.0072;0.1397;-0.0844;0.0079;-0.0318;0.0021;494.0;25.54;6.24;-31.28;333.58;-26.27;23.89;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;5211;2022-03-21 14:34:53:856
-3.7639;4.4913;8.0952;-3.538;4.2915;8.0769;-0.0198;0.0588;0.0727;0.0246;0.0319;-0.0283;494.0;25.16;5.94;-31.5;336.02;-25.95;23.66;2.0;55.873524;-4.29259;183.53;NaN;8.42;152.15483;62.4;0 / 29;5311;2022-03-21 14:34:53:956
-3.6176;4.2736;8.2041;-3.5477;4.2908;8.073;-0.094;0.1119;-0.0844;0.0305;0.013;-0.0018;494.0;25.16;5.94;-31.5;336.02;-25.95;23.66;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5412;2022-03-21 14:34:54:057
-3.6718;4.5176;7.9956;-3.5513;4.2911;8.0712;-0.0235;-0.0529;0.1102;0.0305;0.013;-0.0018;494.0;25.14;5.64;-31.48;334.88;-25.95;23.72;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5511;2022-03-21 14:34:54:156
-4.1264;4.4507;7.6367;-3.9785;4.4071;7.8051;0.1344;0.0018;0.1131;0.2124;0.5244;-0.0414;494.0;25.14;5.64;-31.48;334.88;-25.95;23.72;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5612;2022-03-21 14:34:54:257
-4.6711;4.6349;7.3505;-4.3969;4.4652;7.5432;0.1614;-0.0731;0.1871;0.0026;0.4752;-0.0194;494.0;25.43;5.72;-31.33;340.29;-26.71;27.01;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5711;2022-03-21 14:34:54:356
-4.646;4.5045;7.3672;-4.3969;4.4652;7.5432;0.1614;-0.0731;0.1871;0.0026;0.4752;-0.0194;494.0;25.43;5.72;-31.33;340.29;-26.71;27.01;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5811;2022-03-21 14:34:54:456
-4.6651;4.5009;7.1865;-4.4378;4.5142;7.4899;-0.1741;0.016;-0.4296;-0.0066;-0.0415;-0.0238;494.0;27.32;6.06;-30.94;341.99;-27.09;30.24;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;5911;2022-03-21 14:34:54:556
-4.7273;4.7785;8.557;-4.6243;4.5167;7.3747;0.0116;-0.0238;-0.2374;-0.2822;0.2486;0.0148;533.0;27.32;6.06;-30.94;341.99;-27.09;30.24;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6011;2022-03-21 14:34:54:656
-4.7752;4.6875;6.8213;-4.6773;4.4688;7.3704;-0.2325;0.1505;0.5944;-0.0505;-0.3981;-0.0134;533.0;29.19;5.83;-29.49;338.89;-27.42;32.09;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6111;2022-03-21 14:34:54:756
-4.1874;4.1249;7.4405;-4.2531;4.4196;7.6517;-0.2025;0.0784;0.1424;-0.1381;-0.4193;0.035;486.0;29.19;5.83;-29.49;338.89;-27.42;32.09;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6211;2022-03-21 14:34:54:856
-3.9123;4.4303;7.6857;-3.8978;4.3414;7.8822;-0.0122;0.0511;-0.0236;-0.1381;-0.4193;0.035;486.0;30.24;6.0;-29.21;332.54;-26.79;29.07;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6311;2022-03-21 14:34:54:956
-3.9458;4.3717;7.7982;-3.7899;4.2402;7.9892;-0.0856;0.0296;-0.1614;-0.1457;-0.0924;0.0605;481.0;30.24;6.0;-29.21;332.54;-26.79;29.07;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6411;2022-03-21 14:34:55:056
-3.9458;4.3717;7.7982;-3.7899;4.2402;7.9892;-0.0856;0.0296;-0.1614;-0.0544;-0.0925;0.0159;481.0;29.83;6.26;-30.54;329.09;-25.62;25.38;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6511;2022-03-21 14:34:55:156
-3.7735;4.1704;8.3728;-3.6872;4.1615;8.0782;-0.047;0.0817;-0.3544;-0.0544;-0.0925;0.0159;481.0;29.83;6.26;-30.54;329.09;-25.62;25.38;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6611;2022-03-21 14:34:55:256
-4.0152;4.2927;7.9131;-3.7724;4.2236;8.0063;-0.1276;0.1803;-0.1905;0.0919;0.0794;-0.0049;481.0;28.35;6.34;-32.01;331.8;-25.11;24.53;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6711;2022-03-21 14:34:55:356
-3.9242;4.6516;7.5302;-3.835;4.3395;7.914;0.0311;-0.0075;0.3411;0.3013;-0.0136;-0.0202;481.0;28.35;6.34;-32.01;331.8;-25.11;24.53;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6811;2022-03-21 14:34:55:456
-3.9242;4.6516;7.5302;-3.8507;4.466;7.8356;0.0725;0.1088;-0.4349;-0.113;-0.0964;0.0693;481.0;28.37;5.91;-32.12;334.46;-26.26;25.85;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;6912;2022-03-21 14:34:55:557
-3.8501;4.1489;8.2938;-3.8373;4.382;7.8894;0.0429;-0.1226;0.1923;-0.113;-0.0964;0.0693;481.0;28.37;5.91;-32.12;334.46;-26.26;25.85;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7011;2022-03-21 14:34:55:656
-4.6663;4.8793;6.673;-4.3073;4.7048;7.4487;-0.0423;-0.0316;0.0094;0.3659;0.5043;-0.0541;481.0;28.67;5.96;-32.16;333.18;-26.54;25.94;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7111;2022-03-21 14:34:55:756
-4.8987;4.9295;6.46;-4.3073;4.7048;7.4487;-0.0423;-0.0316;0.0094;0.0635;0.5433;-0.0933;520.0;28.67;5.96;-32.16;333.18;-26.54;25.94;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7211;2022-03-21 14:34:55:856
-5.7365;5.4395;8.7105;-4.8282;4.8227;7.0428;0.0354;0.0369;0.0573;-0.4395;0.4305;-0.0776;520.0;29.94;5.38;-30.62;344.06;-29.46;34.43;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7311;2022-03-21 14:34:55:956
-5.6886;5.7793;5.6291;-5.208;4.6546;6.8834;-0.1751;0.6187;0.3587;-0.4395;0.4305;-0.0776;464.0;29.94;5.38;-30.62;344.06;-29.46;34.43;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7412;2022-03-21 14:34:56:057
-3.3305;4.6756;8.6148;-4.507;4.7828;7.2789;-0.8424;0.7788;-1.2453;-0.6087;-1.7304;0.295;464.0;33.53;5.12;-29.06;339.05;-28.34;37.11;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7511;2022-03-21 14:34:56:156
-1.7767;3.9191;7.0848;-2.5164;4.2518;8.4711;-0.691;0.3051;0.1994;-0.4931;-1.3055;0.1622;464.0;33.53;5.12;-29.06;339.05;-28.34;37.11;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7611;2022-03-21 14:34:56:256
-1.2404;4.4626;8.7081;-1.9912;4.0894;8.6881;0.32;-0.2194;-1.4155;0.4493;-1.8037;0.2204;402.0;31.61;4.73;-29.83;313.39;-25.69;16.54;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7711;2022-03-21 14:34:56:356
-0.9341;4.386;7.7791;-0.3926;4.3415;8.7845;0.3536;-0.1194;0.0666;-0.3677;0.0666;0.1217;402.0;31.61;4.73;-29.83;313.39;-25.69;16.54;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7811;2022-03-21 14:34:56:456
-0.9317;3.5743;9.3425;-0.7017;4.045;8.906;-0.0307;0.3919;0.3344;-0.3677;0.0666;0.1217;402.0;24.53;5.79;-33.96;311.72;-26.28;2.56;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;7911;2022-03-21 14:34:56:556
-1.6857;3.8593;8.2531;-0.7017;4.045;8.906;-0.0307;0.3919;0.3344;-0.2827;0.6374;0.046;402.0;24.53;5.79;-33.96;311.72;-26.28;2.56;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8011;2022-03-21 14:34:56:656
-1.6666;3.7014;8.7679;-1.3943;3.7705;8.9448;-0.1295;0.1471;-0.152;-0.0728;0.2274;0.0252;402.0;17.61;6.92;-38.18;326.48;-24.36;4.51;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8111;2022-03-21 14:34:56:756
-1.9131;3.7493;9.1247;-1.6184;3.7099;8.9324;-0.0411;-0.0333;-0.2035;0.0104;0.2341;0.0527;402.0;17.61;6.92;-38.18;326.48;-24.36;4.51;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8211;2022-03-21 14:34:56:856
-2.5259;3.8474;8.7272;-1.8943;3.6537;8.9013;-0.1731;0.1016;0.1477;0.0104;0.2341;0.0527;432.0;16.59;7.39;-38.68;336.18;-22.23;10.27;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8311;2022-03-21 14:34:56:956
-1.8676;4.0125;9.795;-2.1684;3.6752;8.8296;-0.1173;0.1402;0.0705;0.0347;0.1063;0.0458;432.0;16.59;7.39;-38.68;336.18;-22.23;10.27;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8411;2022-03-21 14:34:57:056
-2.1407;3.6843;9.0838;-2.1329;3.7218;8.8187;0.1609;0.0737;0.2044;-0.0765;0.0145;0.046;432.0;20.14;7.99;-37.61;335.78;-22.01;13.8;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8511;2022-03-21 14:34:57:156
-2.0426;3.888;9.2324;-1.9032;3.7866;8.8436;-0.1403;0.1523;0.1727;-0.0765;0.0145;0.046;432.0;20.14;7.99;-37.61;335.78;-22.01;13.8;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8611;2022-03-21 14:34:57:256
-1.8173;4.5272;8.3776;-1.7754;4.2361;8.6645;0.0901;0.0234;0.036;0.3858;-0.2132;0.2578;432.0;21.62;7.91;-37.18;329.32;-22.71;12.14;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8711;2022-03-21 14:34:57:356
-2.1048;4.9367;7.925;-1.7754;4.2361;8.6645;0.0901;0.0234;0.036;0.3841;0.268;0.1503;432.0;21.62;7.91;-37.18;329.32;-22.71;12.14;2.0;55.873524;-4.292516;202.93;NaN;8.39;148.69676;71.1;5 / 29;8812;2022-03-21 14:34:57:457
