sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0021;0.2022;9.8501;-0.0048;0.1961;9.8047;0.0046;0.006;0.0036;5.0E-4;-5.0E-4;3.0E-4;728.0;6.43;8.91;-44.87;328.91;-1.15;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;219535;2022-03-22 10:38:11:529
-0.0063;0.2058;9.8345;-0.0048;0.1955;9.8047;-0.005;-0.0073;-0.0025;-6.0E-4;-2.0E-4;0.0;728.0;6.43;8.93;-45.02;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;219635;2022-03-22 10:38:11:629
0.0165;0.1986;9.8465;-0.0057;0.1955;9.8047;-0.0042;-0.0038;-0.0013;-6.0E-4;-2.0E-4;0.0;728.0;6.43;8.93;-45.02;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;219735;2022-03-22 10:38:11:729
0.0045;0.1986;9.8417;-0.0047;0.1943;9.8047;0.0029;-0.0013;0.0022;-5.0E-4;0.0;-2.0E-4;728.0;6.45;9.17;-45.07;328.85;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;219836;2022-03-22 10:38:11:830
0.0045;0.2177;9.8453;-0.0038;0.1949;9.8047;0.0;0.0;5.0E-4;6.0E-4;-2.0E-4;3.0E-4;728.0;6.45;9.17;-45.07;328.85;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;219935;2022-03-22 10:38:11:929
0.0045;0.1866;9.8297;-0.0048;0.1951;9.8047;-0.0018;-0.0053;-0.0062;2.0E-4;3.0E-4;-3.0E-4;728.0;6.49;8.87;-44.7;328.84;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220035;2022-03-22 10:38:12:029
9.0E-4;0.189;9.8297;-0.0048;0.1951;9.8047;-0.0018;-0.0053;-0.0062;2.0E-4;3.0E-4;-3.0E-4;728.0;6.49;8.87;-44.7;328.84;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220135;2022-03-22 10:38:12:129
-0.0015;0.2118;9.8273;-0.0044;0.1943;9.8047;0.0033;-0.0038;-0.0028;8.0E-4;2.0E-4;3.0E-4;728.0;6.73;8.68;-44.51;324.79;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220235;2022-03-22 10:38:12:229
0.0021;0.1878;9.8285;-0.0042;0.1952;9.8047;-4.0E-4;0.0062;-0.0012;-6.0E-4;-2.0E-4;-2.0E-4;728.0;6.73;8.68;-44.51;324.79;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220335;2022-03-22 10:38:12:329
-0.0087;0.1902;9.8333;-0.0032;0.1947;9.8047;0.0045;-0.0038;-0.0018;3.0E-4;0.0;-2.0E-4;728.0;7.03;8.48;-44.31;321.78;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220435;2022-03-22 10:38:12:429
-0.0051;0.1926;9.8261;-0.0039;0.1941;9.8047;-8.0E-4;-0.0024;-1.0E-4;3.0E-4;0.0;-2.0E-4;728.0;7.03;8.48;-44.31;321.78;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220535;2022-03-22 10:38:12:529
-0.0015;0.1938;9.8309;-0.0042;0.1947;9.8047;-0.0037;0.0015;-0.0013;9.0E-4;-3.0E-4;0.0;728.0;7.09;8.55;-44.47;324.73;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220636;2022-03-22 10:38:12:630
-0.0051;0.1938;9.8285;-0.0045;0.1952;9.8047;0.0015;0.001;-0.0032;3.0E-4;0.002;3.0E-4;728.0;7.09;8.55;-44.47;324.73;-1.14;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220736;2022-03-22 10:38:12:730
-0.0015;0.1854;9.8261;-0.0055;0.1953;9.8047;8.0E-4;-0.0067;-0.0022;0.0014;2.0E-4;3.0E-4;728.0;6.77;8.68;-44.77;324.8;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220836;2022-03-22 10:38:12:830
0.0021;0.1998;9.8345;-0.0055;0.1953;9.8047;8.0E-4;-0.0067;-0.0022;0.0014;2.0E-4;3.0E-4;728.0;6.77;8.68;-44.77;324.8;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;220936;2022-03-22 10:38:12:930
-0.0039;0.2058;9.8357;-0.0053;0.1962;9.8047;0.0039;0.0019;0.0048;-5.0E-4;0.0;2.0E-4;728.0;6.34;8.78;-45.06;328.88;-1.15;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221036;2022-03-22 10:38:13:030
-0.0063;0.189;9.8381;-0.0051;0.1949;9.8047;1.0E-4;-0.0067;-0.0015;0.0012;2.0E-4;2.0E-4;728.0;6.34;8.78;-45.06;328.88;-1.15;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221135;2022-03-22 10:38:13:129
-0.0135;0.1974;9.8261;-0.0054;0.1956;9.8047;-0.0025;-0.0015;0.0019;-8.0E-4;3.0E-4;2.0E-4;728.0;6.32;8.74;-45.09;328.88;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221235;2022-03-22 10:38:13:229
-3.0E-4;0.1926;9.8309;-0.006;0.1944;9.8047;-0.0043;-0.0015;-1.0E-4;-8.0E-4;3.0E-4;2.0E-4;728.0;6.32;8.74;-45.09;328.88;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221335;2022-03-22 10:38:13:329
-0.0075;0.1831;9.8321;-0.0054;0.1942;9.8047;-5.0E-4;-9.0E-4;0.0025;6.0E-4;-3.0E-4;0.0;728.0;6.51;8.76;-44.72;324.8;-1.13;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221435;2022-03-22 10:38:13:429
-0.0051;0.1938;9.8381;-0.0054;0.1951;9.8047;-0.0029;0.001;0.0053;0.0;3.0E-4;5.0E-4;728.0;6.51;8.76;-44.72;324.8;-1.13;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221535;2022-03-22 10:38:13:529
-0.0123;0.1986;9.8321;-0.0054;0.1951;9.8047;-0.0029;0.001;0.0053;6.0E-4;-5.0E-4;2.0E-4;728.0;6.45;9.06;-44.72;328.87;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221636;2022-03-22 10:38:13:630
-0.0123;0.1962;9.8369;-0.0052;0.1937;9.8047;0.0022;-0.0036;-0.0065;6.0E-4;-5.0E-4;2.0E-4;728.0;6.45;9.06;-44.72;328.87;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221736;2022-03-22 10:38:13:730
-0.0027;0.1926;9.8249;-0.0056;0.1954;9.8047;-0.0022;0.0075;0.0086;-6.0E-4;-2.0E-4;0.0;728.0;6.41;9.15;-45.0;328.88;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221835;2022-03-22 10:38:13:829
-0.0039;0.195;9.8381;-0.0055;0.1945;9.8047;0.0028;-0.0044;-0.0064;0.0;-5.0E-4;-2.0E-4;728.0;6.41;9.15;-45.0;328.88;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;221935;2022-03-22 10:38:13:929
-0.0051;0.1878;9.8309;-0.0054;0.1946;9.8047;-1.0E-4;-9.0E-4;7.0E-4;8.0E-4;-3.0E-4;2.0E-4;728.0;6.38;9.28;-45.06;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222036;2022-03-22 10:38:14:030
-0.0075;0.1974;9.8405;-0.0056;0.1941;9.8047;0.0013;-0.0083;-0.0044;8.0E-4;-3.0E-4;2.0E-4;728.0;6.38;9.28;-45.06;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222136;2022-03-22 10:38:14:130
-0.0027;0.1878;9.8178;-0.0059;0.1945;9.8047;5.0E-4;0.0044;-0.0012;-6.0E-4;2.0E-4;6.0E-4;728.0;6.38;8.74;-45.11;328.86;-1.13;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222236;2022-03-22 10:38:14:230
-0.0123;0.2034;9.8524;-0.0052;0.195;9.8047;5.0E-4;0.0071;0.0121;0.0;0.0;2.0E-4;728.0;6.38;8.74;-45.11;328.86;-1.13;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222336;2022-03-22 10:38:14:330
-0.0015;0.1759;9.8357;-0.0052;0.195;9.8047;5.0E-4;0.0071;0.0121;-0.0029;2.0E-4;-2.0E-4;728.0;6.38;8.76;-44.87;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222435;2022-03-22 10:38:14:429
-0.0027;0.1902;9.8381;-0.0053;0.1909;9.8048;0.0031;-0.0088;-0.0053;-0.0029;2.0E-4;-2.0E-4;728.0;6.38;8.76;-44.87;328.86;-1.14;0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222536;2022-03-22 10:38:14:530
-0.0027;0.195;9.8309;-0.0066;0.1887;9.8048;-0.0028;0.0022;0.0016;-9.0E-4;3.0E-4;0.0;728.0;6.17;8.83;-44.62;328.82;-1.1;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222635;2022-03-22 10:38:14:629
-0.0015;0.1651;9.8189;-0.0069;0.1893;9.8048;0.0026;0.0056;0.0056;-0.0011;0.0011;5.0E-4;728.0;6.17;8.83;-44.62;328.82;-1.1;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222735;2022-03-22 10:38:14:729
0.0033;0.2261;9.8441;-0.0076;0.1869;9.8049;0.003;-0.0194;-0.0115;-0.0015;3.0E-4;2.0E-4;728.0;6.26;8.89;-44.72;328.82;-1.09;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222835;2022-03-22 10:38:14:829
0.0165;0.1675;9.7998;-0.0088;0.1877;9.8049;5.0E-4;-0.0031;0.0062;-0.0015;3.0E-4;2.0E-4;728.0;6.26;8.89;-44.72;328.82;-1.09;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;222935;2022-03-22 10:38:14:929
-0.0027;-0.9541;12.256;-0.0022;0.1759;9.8051;0.0143;-0.1181;0.8118;0.0312;-0.0046;0.0011;728.0;6.28;8.76;-44.72;328.85;-1.1;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223035;2022-03-22 10:38:15:029
-0.1726;0.4202;9.6284;-0.0031;0.1863;9.8049;0.0196;-0.0186;0.1491;0.0029;0.0017;-0.0012;728.0;6.28;8.76;-44.72;328.85;-1.1;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223135;2022-03-22 10:38:15:129
-0.0673;0.3449;9.6416;-0.0031;0.1863;9.8049;0.0196;-0.0186;0.1491;-0.0027;-0.0015;0.0011;728.0;6.62;8.68;-44.68;324.66;-1.09;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223235;2022-03-22 10:38:15:229
0.0356;-0.1974;9.5842;-0.0057;0.1845;9.8049;0.0086;-0.0673;-0.0677;-0.0027;-0.0015;0.0011;728.0;6.62;8.68;-44.68;324.66;-1.09;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223335;2022-03-22 10:38:15:329
-0.1032;0.4525;9.9661;-0.0136;0.2044;9.8045;-0.0333;0.0558;0.0422;-2.0E-4;-0.0015;8.0E-4;728.0;6.79;9.02;-44.79;325.08;-1.19;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223435;2022-03-22 10:38:15:429
0.0404;0.1161;9.7998;-0.0107;0.1986;9.8046;0.0052;0.0098;0.0014;0.0018;0.0;2.0E-4;728.0;6.79;9.02;-44.79;325.08;-1.19;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223535;2022-03-22 10:38:15:529
-0.0338;0.3688;9.9661;-0.0104;0.2009;9.8046;-6.0E-4;-0.0068;-0.0031;0.0041;-2.0E-4;2.0E-4;728.0;6.79;8.89;-44.59;324.98;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223635;2022-03-22 10:38:15:629
0.0332;0.1376;9.7926;-0.0102;0.2002;9.8046;-0.0012;0.0107;0.0109;0.0041;-2.0E-4;2.0E-4;728.0;6.79;8.89;-44.59;324.98;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223735;2022-03-22 10:38:15:729
0.0129;0.1914;9.8477;-0.0099;0.1991;9.8046;0.0081;-0.0277;-0.0199;5.0E-4;3.0E-4;5.0E-4;728.0;6.54;8.78;-44.46;324.9;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223835;2022-03-22 10:38:15:829
-0.0194;0.2309;9.862;-0.0104;0.2;9.8046;0.0022;-0.0067;6.0E-4;-3.0E-4;3.0E-4;0.0;728.0;6.54;8.78;-44.46;324.9;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;223935;2022-03-22 10:38:15:929
0.0045;0.1795;9.813;-0.0104;0.2;9.8046;0.0022;-0.0067;6.0E-4;-6.0E-4;3.0E-4;3.0E-4;728.0;6.13;8.85;-44.68;329.02;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224035;2022-03-22 10:38:16:029
-0.0135;0.2201;9.8429;-0.0112;0.2014;9.8046;-0.009;0.0186;0.0126;-6.0E-4;3.0E-4;3.0E-4;728.0;6.13;8.85;-44.68;329.02;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224135;2022-03-22 10:38:16:129
-0.0182;0.2082;9.8501;-0.0107;0.2008;9.8046;8.0E-4;0.0097;0.0063;-0.0011;2.0E-4;-2.0E-4;728.0;6.36;8.93;-44.79;329.04;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224235;2022-03-22 10:38:16:229
-0.0123;0.2154;9.8429;-0.011;0.1982;9.8046;7.0E-4;-0.0113;-2.0E-4;-0.0015;-3.0E-4;2.0E-4;728.0;6.36;8.93;-44.79;329.04;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224335;2022-03-22 10:38:16:329
9.0E-4;0.1842;9.8034;-0.0112;0.1965;9.8047;0.0017;0.0056;0.0104;-0.0015;-3.0E-4;2.0E-4;728.0;6.51;8.66;-44.61;324.93;-1.15;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224435;2022-03-22 10:38:16:429
-3.0E-4;0.1795;9.8082;-0.0116;0.1888;9.8048;0.0017;0.0081;-0.0075;-0.0087;0.0011;-2.0E-4;728.0;6.51;8.66;-44.61;324.93;-1.15;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224535;2022-03-22 10:38:16:529
-0.0015;0.1938;9.8369;-0.0122;0.1824;9.8049;0.0012;-0.0026;-0.0067;-0.0014;6.0E-4;2.0E-4;728.0;6.64;8.31;-44.76;321.92;-1.1;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224635;2022-03-22 10:38:16:629
-3.0E-4;0.1627;9.8237;-0.0122;0.1824;9.8049;0.0012;-0.0026;-0.0067;3.0E-4;6.0E-4;5.0E-4;728.0;6.64;8.31;-44.76;321.92;-1.1;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224735;2022-03-22 10:38:16:729
-0.0051;0.1795;9.8465;-0.0118;0.1813;9.805;0.0032;-0.0046;-0.0046;-2.0E-4;2.0E-4;-2.0E-4;728.0;6.88;8.49;-44.89;321.81;-1.06;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224836;2022-03-22 10:38:16:830
-0.0159;0.1902;9.8297;-0.0133;0.1815;9.805;0.0031;-0.0084;0.0014;-2.0E-4;2.0E-4;-2.0E-4;728.0;6.88;8.49;-44.89;321.81;-1.06;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;224936;2022-03-22 10:38:16:930
-0.0111;0.1723;9.8249;-0.0135;0.1819;9.805;-0.0031;0.0079;-0.0028;-3.0E-4;-2.0E-4;3.0E-4;728.0;6.94;8.98;-44.83;324.79;-1.06;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225035;2022-03-22 10:38:17:029
-0.0135;0.1771;9.8333;-0.0132;0.1806;9.805;-0.003;-0.006;0.0013;-2.0E-4;3.0E-4;-2.0E-4;728.0;6.94;8.98;-44.83;324.79;-1.06;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225137;2022-03-22 10:38:17:131
-0.0123;0.1747;9.8357;-0.0138;0.18;9.805;-0.004;0.001;0.0013;2.0E-4;-2.0E-4;0.0;728.0;6.88;9.15;-44.76;324.78;-1.05;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225235;2022-03-22 10:38:17:229
-0.0135;0.1819;9.8297;-0.0139;0.1809;9.805;0.002;0.0017;-0.0044;2.0E-4;-2.0E-4;0.0;728.0;6.88;9.15;-44.76;324.78;-1.05;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225335;2022-03-22 10:38:17:329
-0.0099;0.1795;9.8345;-0.013;0.181;9.805;-5.0E-4;0.0021;0.0037;3.0E-4;-5.0E-4;3.0E-4;728.0;6.68;8.79;-44.85;324.79;-1.06;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225436;2022-03-22 10:38:17:430
0.0105;-0.0802;9.3437;-0.013;0.181;9.805;-5.0E-4;0.0021;0.0037;-0.0034;0.0;9.0E-4;728.0;6.68;8.79;-44.85;324.79;-1.06;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225535;2022-03-22 10:38:17:529
0.0559;0.1412;9.7184;-0.0073;0.1797;9.805;0.0322;-0.151;-0.1641;2.0E-4;-2.0E-4;-3.0E-4;728.0;6.73;8.48;-44.74;321.71;-1.05;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225635;2022-03-22 10:38:17:629
0.1158;0.1077;9.7866;-0.014;0.193;9.8047;-0.0377;0.0744;0.0683;2.0E-4;-2.0E-4;-3.0E-4;728.0;6.73;8.48;-44.74;321.71;-1.05;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225737;2022-03-22 10:38:17:731
0.0428;0.3015;9.9087;-0.0107;0.1817;9.805;0.0185;-0.0505;-0.0403;0.0026;3.0E-4;3.0E-4;728.0;6.3;8.59;-44.53;328.82;-1.06;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225836;2022-03-22 10:38:17:830
0.0476;0.1316;9.8285;-0.0095;0.1898;9.8048;0.004;0.0374;0.0284;5.0E-4;0.0;0.0;728.0;6.3;8.59;-44.53;328.82;-1.06;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;225935;2022-03-22 10:38:17:929
0.02;0.1663;9.8189;-0.0084;0.1843;9.8049;0.0013;-0.0144;-0.0108;-3.0E-4;-3.0E-4;2.0E-4;728.0;6.77;9.11;-44.18;324.77;-1.11;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226037;2022-03-22 10:38:18:031
-0.0075;0.2644;9.8644;-0.0098;0.1876;9.8049;-0.0024;0.0221;0.0087;-3.0E-4;-3.0E-4;2.0E-4;728.0;6.77;9.11;-44.18;324.77;-1.11;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226135;2022-03-22 10:38:18:129
-0.0278;0.1496;9.8178;-0.0098;0.1876;9.8049;-0.0024;0.0221;0.0087;-5.0E-4;-2.0E-4;-2.0E-4;728.0;6.92;9.26;-44.27;324.74;-1.1;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226236;2022-03-22 10:38:18:230
-0.0254;0.0802;9.7627;-0.0083;0.1855;9.8049;0.0105;-0.0125;-0.0038;-0.0061;0.0017;2.0E-4;728.0;6.92;9.26;-44.27;324.74;-1.1;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226336;2022-03-22 10:38:18:330
-0.0541;0.2166;9.8489;-0.0105;0.1847;9.8049;-0.0081;0.0326;0.0236;2.0E-4;-6.0E-4;2.0E-4;728.0;7.29;9.0;-44.18;324.72;-1.08;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226436;2022-03-22 10:38:18:430
-0.0434;0.2034;9.8417;-0.0116;0.1792;9.805;-0.0062;-0.0102;-0.0075;2.0E-4;-6.0E-4;2.0E-4;728.0;7.29;9.0;-44.18;324.72;-1.08;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226536;2022-03-22 10:38:18:530
-0.0111;0.1603;9.8142;-0.0112;0.1797;9.805;0.0041;0.0073;0.0033;2.0E-4;-3.0E-4;0.0;671.0;7.03;8.87;-44.64;324.73;-1.05;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226635;2022-03-22 10:38:18:629
-0.0099;0.1496;9.8237;-0.0102;0.1805;9.805;0.0052;-0.0134;-0.0115;0.0023;2.0E-4;0.0;671.0;7.03;8.87;-44.64;324.73;-1.05;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226736;2022-03-22 10:38:18:730
-0.0075;0.1878;9.8441;-0.0117;0.1839;9.8049;-0.0077;0.0279;0.0182;6.0E-4;2.0E-4;0.0;671.0;6.84;8.76;-44.25;324.66;-1.05;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226835;2022-03-22 10:38:18:829
-0.0087;0.1926;9.8417;-0.0115;0.1843;9.8049;8.0E-4;0.0051;0.01;6.0E-4;2.0E-4;0.0;671.0;6.84;8.76;-44.25;324.66;-1.05;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;226935;2022-03-22 10:38:18:929
-0.0051;0.1771;9.8106;-0.0115;0.1843;9.8049;8.0E-4;0.0051;0.01;-0.0026;-5.0E-4;-3.0E-4;671.0;6.53;8.85;-44.14;324.73;-1.08;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227035;2022-03-22 10:38:19:029
-0.0087;0.1878;9.7651;-0.0115;0.18;9.805;-7.0E-4;-0.0094;-0.0059;0.0063;-0.0034;3.0E-4;671.0;6.53;8.85;-44.14;324.73;-1.08;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227137;2022-03-22 10:38:19:131
0.0069;0.3365;9.6993;-0.0069;0.1698;9.8052;0.0099;-0.1388;-0.0113;0.0043;-0.0014;3.0E-4;671.0;6.41;8.68;-44.08;328.55;-0.99;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227237;2022-03-22 10:38:19:231
0.0954;0.0443;9.7914;-0.0111;0.192;9.8048;-0.0055;0.1078;0.0313;0.0043;-0.0014;3.0E-4;671.0;6.41;8.68;-44.08;328.55;-0.99;0.04;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227335;2022-03-22 10:38:19:329
0.0021;0.274;9.9183;-0.0082;0.182;9.805;-0.014;-0.0076;-2.0E-4;8.0E-4;-9.0E-4;2.0E-4;671.0;6.28;8.64;-44.38;328.72;-1.06;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227436;2022-03-22 10:38:19:430
0.0296;0.2895;9.8656;-0.0117;0.1932;9.8047;-0.0058;-0.0155;-0.0028;8.0E-4;0.0;3.0E-4;671.0;6.28;8.64;-44.38;328.72;-1.06;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227536;2022-03-22 10:38:19:530
0.0069;0.0814;9.7424;-0.0097;0.1924;9.8048;0.011;-0.0058;-0.0057;0.0034;2.0E-4;2.0E-4;671.0;6.09;8.49;-44.53;326.21;-1.13;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227635;2022-03-22 10:38:19:629
-0.0123;0.1807;9.8154;-0.0094;0.1978;9.8046;-0.004;-0.0013;-0.0039;0.0034;2.0E-4;2.0E-4;671.0;6.09;8.49;-44.53;326.21;-1.13;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227735;2022-03-22 10:38:19:729
-0.0206;0.2429;9.8668;-0.0094;0.1978;9.8046;-0.004;-0.0013;-0.0039;3.0E-4;2.0E-4;-3.0E-4;671.0;6.04;8.98;-44.36;328.92;-1.16;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227835;2022-03-22 10:38:19:829
-0.0266;0.1807;9.8261;-0.0105;0.1965;9.8047;-0.0077;0.0084;0.0066;-8.0E-4;-5.0E-4;-3.0E-4;671.0;6.26;9.02;-44.49;328.92;-1.16;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;227935;2022-03-22 10:38:19:929
-0.0159;0.201;9.8357;-0.0094;0.1963;9.8047;0.0111;-0.011;-0.0093;0.0021;-5.0E-4;0.0;712.0;6.26;9.02;-44.49;328.92;-1.16;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;228036;2022-03-22 10:38:20:030
-0.0254;0.1902;9.8297;-0.0087;0.1981;9.8046;0.0024;-0.0071;-0.0104;0.0021;-5.0E-4;0.0;712.0;6.53;8.93;-44.31;324.84;-1.15;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;228140;2022-03-22 10:38:20:134
-0.0182;0.2094;9.8178;-0.0106;0.2002;9.8046;-0.0053;0.0134;0.0083;-0.0024;3.0E-4;-3.0E-4;712.0;6.51;9.17;-44.02;324.91;-1.17;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;228235;2022-03-22 10:38:20:229
