sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.1269;0.9015;9.5997;2.3855;0.7424;9.4831;0.4581;0.2059;-0.6048;-1.5551;1.3078;-0.0461;475.0;-2.27;0.86;-35.91;298.25;-4.34;-14.12;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2236;2022-03-22 10:34:34:230
2.4811;0.2596;10.6878;1.4358;-0.2216;9.6984;0.4727;0.0344;0.9811;0.2622;-0.2439;0.5096;475.0;-2.27;0.86;-35.91;298.25;-4.34;-14.12;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2336;2022-03-22 10:34:34:330
2.1508;-0.0562;8.7153;1.0465;-0.0564;9.7505;0.0711;-0.3243;-0.73;0.2622;-0.2439;0.5096;530.0;-1.99;0.58;-35.74;273.27;1.29;-8.42;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2436;2022-03-22 10:34:34:430
1.0424;0.0574;10.2042;0.2025;-0.7474;9.776;0.5109;0.505;0.4884;-0.7521;0.7883;0.029;530.0;-1.99;0.58;-35.74;273.27;1.29;-8.42;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2536;2022-03-22 10:34:34:530
0.4307;-0.9398;8.2436;0.2025;-0.7474;9.776;0.5109;0.505;0.4884;0.9436;-0.6718;0.182;530.0;4.58;3.96;-34.26;283.85;4.37;-1.19;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2636;2022-03-22 10:34:34:630
0.658;0.7301;9.7914;0.6076;0.2216;9.7853;-0.6873;-0.4213;1.3516;-0.067;0.1697;0.1002;530.0;4.58;3.96;-34.26;283.85;4.37;-1.19;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2736;2022-03-22 10:34:34:730
0.8677;0.6224;9.8429;0.5336;0.4989;9.7794;-0.0566;-0.0934;0.1974;-0.067;0.1697;0.1002;530.0;7.67;3.58;-34.39;300.08;-2.92;-3.12;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2836;2022-03-22 10:34:34:830
0.1301;0.425;9.9326;0.2631;0.3722;9.7961;0.1341;0.1561;-0.0563;-0.3045;0.2827;-0.1768;530.0;7.67;3.58;-34.39;300.08;-2.92;-3.12;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;2936;2022-03-22 10:34:34:930
-0.2551;0.2189;13.0113;0.0822;0.0161;9.8063;0.0644;-0.0133;-0.8045;-0.2543;0.1784;-0.0405;614.0;9.58;2.57;-34.26;286.55;-0.09;-0.48;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3036;2022-03-22 10:34:35:030
-0.1487;0.1914;9.4262;-0.1317;0.1841;9.804;-0.135;-0.0144;-0.4576;0.0206;-0.286;0.0525;614.0;9.58;2.57;-34.26;286.55;-0.09;-0.48;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3135;2022-03-22 10:34:35:129
-0.0529;0.1651;9.632;0.0075;0.1927;9.8048;-0.0178;-0.0262;0.0372;0.0206;-0.286;0.0525;614.0;10.54;1.52;-34.54;284.18;-1.08;0.77;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3235;2022-03-22 10:34:35:229
-0.0099;0.1472;9.8249;0.0075;0.1927;9.8048;-0.0178;-0.0262;0.0372;-0.0018;-0.0023;2.0E-4;614.0;10.54;1.52;-34.54;284.18;-1.08;0.77;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3336;2022-03-22 10:34:35:330
-0.0182;0.1771;9.8369;0.0085;0.1899;9.8048;-0.0271;-0.0158;0.0145;-0.0017;-0.0018;3.0E-4;614.0;11.42;1.52;-34.41;283.55;-1.11;-0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3435;2022-03-22 10:34:35:429
-0.0182;0.1771;9.8369;0.0096;0.1875;9.8049;-0.0279;-0.0163;-0.0032;-0.0012;-0.0015;8.0E-4;614.0;11.42;1.52;-34.41;283.55;-1.11;-0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3535;2022-03-22 10:34:35:529
-0.0075;0.1627;9.8154;0.005;0.1831;9.8049;-0.0236;-0.0083;0.0049;-0.0012;-0.0015;8.0E-4;657.0;11.08;1.13;-34.5;278.44;-1.07;-0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3635;2022-03-22 10:34:35:629
-0.017;0.2022;9.8608;0.0014;0.1784;9.805;-0.0217;-0.0172;-0.0064;-2.0E-4;-9.0E-4;3.0E-4;657.0;11.08;1.13;-34.5;278.44;-1.07;-0.03;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3736;2022-03-22 10:34:35:730
-0.0039;0.1783;9.8142;-0.0017;0.1788;9.805;-0.0149;-0.0096;0.0044;-2.0E-4;-0.0017;6.0E-4;657.0;10.88;1.11;-34.56;278.47;-1.04;0.01;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3835;2022-03-22 10:34:35:829
-0.0039;0.1783;9.8142;-0.0043;0.1799;9.805;-0.0168;0.0085;0.0012;0.0014;-8.0E-4;5.0E-4;657.0;10.88;1.11;-34.56;278.47;-1.04;0.01;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;3936;2022-03-22 10:34:35:930
-0.0326;0.1998;9.8249;-0.0067;0.1797;9.805;-0.0167;-1.0E-4;0.0046;0.0014;-8.0E-4;5.0E-4;657.0;10.39;1.33;-34.67;279.34;-1.05;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4035;2022-03-22 10:34:36:029
-0.0266;0.1699;9.8142;-0.0067;0.1797;9.805;-0.0167;-1.0E-4;0.0046;-0.0021;-0.0017;5.0E-4;657.0;10.39;1.33;-34.67;279.34;-1.05;0.02;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4137;2022-03-22 10:34:36:131
-0.0111;0.1747;9.8345;-0.0084;0.1778;9.805;-0.0086;-0.0038;-0.0023;-0.0015;-0.0015;3.0E-4;657.0;10.52;1.16;-34.69;278.48;-1.04;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4235;2022-03-22 10:34:36:229
-0.0111;0.1747;9.8345;-0.0087;0.1755;9.8051;-0.0095;1.0E-4;-0.0023;-0.0023;-0.0018;8.0E-4;657.0;10.52;1.16;-34.69;278.48;-1.04;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4336;2022-03-22 10:34:36:330
-0.0278;0.1842;9.8249;-0.009;0.1756;9.8051;-0.0097;0.0031;1.0E-4;-0.0023;-0.0018;8.0E-4;657.0;10.59;1.31;-34.61;278.44;-1.03;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4436;2022-03-22 10:34:36:430
-0.0194;0.1878;9.8333;-0.0091;0.1742;9.8051;-0.0075;0.0014;-0.002;-0.0014;-0.0017;5.0E-4;657.0;10.59;1.31;-34.61;278.44;-1.03;0.05;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4535;2022-03-22 10:34:36:529
-0.0194;0.1938;9.8321;-0.0096;0.1744;9.8051;-0.0083;0.0079;0.0074;-0.0031;-0.0017;0.0011;657.0;10.69;1.24;-34.18;278.33;-1.02;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4635;2022-03-22 10:34:36:629
-0.0218;0.1555;9.807;-0.0095;0.1723;9.8051;-0.0067;0.0021;-0.0069;-0.0011;-0.0015;8.0E-4;657.0;10.69;1.24;-34.18;278.33;-1.02;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4737;2022-03-22 10:34:36:731
-0.0266;0.1807;9.8393;-0.0112;0.1719;9.8051;-0.0134;0.0097;0.0068;-0.0011;-0.0015;8.0E-4;657.0;11.14;1.48;-33.92;278.29;-1.01;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4835;2022-03-22 10:34:36:829
-0.0087;0.1699;9.8261;-0.0112;0.1719;9.8051;-0.0134;0.0097;0.0068;-5.0E-4;-9.0E-4;3.0E-4;657.0;11.14;1.48;-33.92;278.29;-1.01;0.06;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;4935;2022-03-22 10:34:36:929
-0.0254;0.1735;9.8225;-0.0114;0.1726;9.8051;-0.0053;0.0034;-0.0015;-0.0011;-0.0012;5.0E-4;657.0;11.34;1.74;-33.77;283.34;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5036;2022-03-22 10:34:37:030
-0.029;0.213;9.8297;-0.0119;0.1716;9.8051;-0.0091;0.002;-0.0023;-9.0E-4;-8.0E-4;5.0E-4;657.0;11.34;1.74;-33.77;283.34;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5135;2022-03-22 10:34:37:129
-0.0075;0.1723;9.8154;-0.013;0.1729;9.8051;-0.0084;0.0091;0.0031;-9.0E-4;-8.0E-4;5.0E-4;657.0;11.44;1.61;-33.73;283.35;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5236;2022-03-22 10:34:37:230
-0.023;0.1938;9.8237;-0.0124;0.1723;9.8051;-0.0058;0.0033;-0.0026;-0.0015;-0.0015;8.0E-4;657.0;11.44;1.61;-33.73;283.35;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5335;2022-03-22 10:34:37:329
-0.029;0.1986;9.8285;-0.0148;0.1753;9.8051;-0.0066;0.0087;8.0E-4;-5.0E-4;-6.0E-4;9.0E-4;657.0;11.31;1.46;-33.98;278.3;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5436;2022-03-22 10:34:37:430
-0.0147;0.1819;9.8189;-0.0142;0.1739;9.8051;-0.0032;-0.003;-0.0043;-0.0012;-0.0014;0.0011;657.0;11.31;1.46;-33.98;278.3;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5536;2022-03-22 10:34:37:530
-0.0123;0.1591;9.8082;-0.0142;0.1739;9.8051;-0.0032;-0.003;-0.0043;-0.0012;-0.0014;0.0011;657.0;11.31;1.43;-34.26;278.33;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5635;2022-03-22 10:34:37:629
-0.0302;0.1878;9.8297;-0.0139;0.1745;9.8051;-0.0027;0.0067;0.004;-0.0014;-0.0014;9.0E-4;657.0;11.31;1.43;-34.26;278.33;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5736;2022-03-22 10:34:37:730
-0.017;0.1914;9.8297;-0.0146;0.1745;9.8051;-0.012;0.0051;-0.0018;-0.0012;-0.0014;9.0E-4;657.0;11.27;1.46;-34.09;278.34;-1.02;0.09;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5835;2022-03-22 10:34:37:829
-0.0135;0.1807;9.8213;-0.0143;0.1751;9.8051;-0.0063;0.0109;-0.0059;-8.0E-4;-0.0017;2.0E-4;657.0;11.27;1.46;-34.09;278.34;-1.02;0.09;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;5936;2022-03-22 10:34:37:930
-0.0194;0.1926;9.8285;-0.0134;0.175;9.8051;-0.0052;0.0038;0.0029;-8.0E-4;-0.0017;2.0E-4;657.0;11.12;1.33;-34.18;278.35;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6035;2022-03-22 10:34:38:029
-0.0218;0.1759;9.8166;-0.0131;0.1745;9.8051;-0.0047;0.0036;-0.0042;-0.0015;-0.0015;5.0E-4;657.0;11.12;1.33;-34.18;278.35;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6135;2022-03-22 10:34:38:129
-0.017;0.1627;9.8249;-0.0131;0.1742;9.8051;-0.0027;-6.0E-4;0.0013;-6.0E-4;-0.0015;6.0E-4;657.0;10.86;1.24;-34.29;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6235;2022-03-22 10:34:38:229
-0.017;0.1795;9.8285;-0.0132;0.1745;9.8051;-0.007;0.0091;8.0E-4;-0.0018;-0.0012;3.0E-4;657.0;10.86;1.24;-34.29;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6335;2022-03-22 10:34:38:329
-0.0147;0.1854;9.8333;-0.0132;0.1745;9.8051;-0.007;0.0091;8.0E-4;-0.0018;-0.0012;3.0E-4;657.0;10.95;1.43;-34.41;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6436;2022-03-22 10:34:38:430
-0.0194;0.1759;9.8178;-0.0126;0.174;9.8051;-0.0032;0.0068;-0.0035;-8.0E-4;-3.0E-4;8.0E-4;657.0;11.18;1.44;-34.26;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6535;2022-03-22 10:34:38:529
-0.0218;0.1795;9.8285;-0.0138;0.1739;9.8051;-0.0092;0.0026;-0.0011;-8.0E-4;-3.0E-4;8.0E-4;657.0;11.18;1.44;-34.26;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6635;2022-03-22 10:34:38:629
-0.0194;0.201;9.8309;-0.0138;0.1739;9.8051;-0.0092;0.0026;-0.0011;-0.0015;-0.0012;8.0E-4;657.0;11.21;1.59;-34.16;283.37;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6736;2022-03-22 10:34:38:730
-0.0218;0.1866;9.8285;-0.0127;0.1725;9.8051;-0.0067;0.0052;0.0018;-0.0015;-0.0012;8.0E-4;657.0;11.16;1.31;-34.05;278.3;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6835;2022-03-22 10:34:38:829
-0.0266;0.1914;9.8261;-0.0125;0.173;9.8051;-0.0069;0.0062;-0.0026;-8.0E-4;-0.0011;3.0E-4;657.0;11.16;1.31;-34.05;278.3;-1.01;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;6935;2022-03-22 10:34:38:929
-0.0123;0.1819;9.8189;-0.0134;0.1749;9.8051;-0.0084;0.0099;-0.0037;-8.0E-4;-0.0011;3.0E-4;657.0;11.16;0.84;-34.24;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7035;2022-03-22 10:34:39:029
-0.0218;0.1842;9.8333;-0.0132;0.1742;9.8051;-0.0071;0.0059;-7.0E-4;-0.0017;-0.0017;6.0E-4;657.0;11.16;0.84;-34.24;278.34;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7136;2022-03-22 10:34:39:130
-0.0266;0.189;9.8189;-0.0132;0.1743;9.8051;-0.0094;0.0089;-0.001;-0.0017;-0.0017;6.0E-4;657.0;11.1;0.92;-34.11;278.33;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7235;2022-03-22 10:34:39:229
-0.0147;0.1771;9.8213;-0.013;0.1734;9.8051;-0.0064;0.0082;-2.0E-4;-0.0015;-0.0014;6.0E-4;657.0;11.1;0.92;-34.11;278.33;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7335;2022-03-22 10:34:39:329
-0.0147;0.1986;9.8285;-0.013;0.1734;9.8051;-0.0064;0.0082;-2.0E-4;-0.0047;-0.0029;8.0E-4;657.0;11.04;1.37;-33.94;278.32;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7435;2022-03-22 10:34:39:429
-0.0242;0.1747;9.8166;-0.0118;0.1713;9.8051;-0.0053;0.0103;-0.0051;-0.0026;-0.002;5.0E-4;657.0;11.04;1.37;-33.94;278.32;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7536;2022-03-22 10:34:39:530
-0.029;0.1723;9.8213;-0.0112;0.1694;9.8052;-0.0066;0.009;-0.0034;-0.0026;-0.002;5.0E-4;657.0;11.01;1.71;-33.92;283.28;-0.99;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7635;2022-03-22 10:34:39:629
-0.0218;0.1747;9.8213;-0.012;0.1691;9.8052;-0.0122;0.0078;-0.0025;-0.0014;-0.0023;3.0E-4;657.0;11.01;1.71;-33.92;283.28;-0.99;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7735;2022-03-22 10:34:39:729
-0.0218;0.1771;9.807;-0.0117;0.1683;9.8052;-0.0077;0.0022;-0.0011;-5.0E-4;-0.0014;6.0E-4;657.0;11.18;1.46;-33.84;278.22;-0.98;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7836;2022-03-22 10:34:39:830
-0.0242;0.1579;9.8118;-0.0123;0.1707;9.8052;-0.0063;0.0086;0.002;-9.0E-4;-9.0E-4;5.0E-4;657.0;11.18;1.46;-33.84;278.22;-0.98;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;7935;2022-03-22 10:34:39:929
-0.0194;0.1866;9.8261;-0.0121;0.1706;9.8052;-0.0049;0.0055;-9.0E-4;-9.0E-4;-9.0E-4;5.0E-4;657.0;11.16;1.11;-33.82;278.27;-1.0;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8036;2022-03-22 10:34:40:030
-0.0147;0.1699;9.8166;-0.0129;0.1726;9.8051;-0.0065;0.0107;-0.0053;-6.0E-4;-0.0015;3.0E-4;657.0;11.16;1.11;-33.82;278.27;-1.0;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8135;2022-03-22 10:34:40:129
-0.0147;0.1723;9.8046;-0.0129;0.1726;9.8051;-0.0065;0.0107;-0.0053;-0.0014;-0.0012;6.0E-4;657.0;10.97;0.86;-34.26;278.3;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8236;2022-03-22 10:34:40:230
-0.0194;0.1842;9.8285;-0.0132;0.173;9.8051;-0.0094;0.0079;-0.0048;-3.0E-4;-0.0017;3.0E-4;657.0;11.12;0.83;-34.09;278.3;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8336;2022-03-22 10:34:40:330
-0.017;0.1771;9.8094;-0.0128;0.1742;9.8051;-0.0066;0.0115;0.0062;-3.0E-4;-0.0017;3.0E-4;657.0;11.12;0.83;-34.09;278.3;-1.01;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8436;2022-03-22 10:34:40:430
-0.0147;0.1675;9.8118;-0.0129;0.174;9.8051;-0.0041;0.003;-0.0024;-0.0011;-0.0015;3.0E-4;657.0;11.21;0.83;-34.16;278.33;-1.02;0.07;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8535;2022-03-22 10:34:40:529
-0.0266;0.1819;9.8142;-0.0129;0.1741;9.8051;-0.0105;0.0068;6.0E-4;-9.0E-4;-0.002;3.0E-4;657.0;11.03;1.16;-33.99;278.33;-1.02;0.08;2.0;55.87352;-4.292727;333.87;NaN;;53.64516;;0 / 20;8635;2022-03-22 10:34:40:629
